,date,store_name,city,county,category_name,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
335,2014-04-16,Hy-Vee #4 / Davenport,DAVENPORT,Scott,DISTILLED SPIRITS SPECIALTY,6.0,750.0,10.42,15.63,18.0,281.34,13.5,3.57
336,2013-01-17,JIFFY EXPRESS #921 / INDIANOLA,INDIANOLA,Warren,DISTILLED SPIRITS SPECIALTY,6.0,750.0,10.42,15.63,18.0,281.34,13.5,3.57
337,2015-09-23,Cedar Ridge Vineyards,SWISHER,Johnson,MISCELLANEOUS  BRANDIES,6.0,750.0,18.75,28.13,18.0,506.34,13.5,3.57
338,2020-10-14,Ingersoll Wine Merchants,West Des Moines,POLK,Single Barrel Bourbon Whiskies,6.0,750.0,21.17,31.76,18.0,571.68,13.5,3.56
339,2014-10-21,Target Store T-0878 / Fort Dodge,FORT DODGE,Webster,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,13.24,19.86,18.0,357.48,13.5,3.57
340,2015-11-11,Wal-Mart 0913 / Decorah,DECORAH,Winneshiek,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,15.07,22.61,18.0,406.98,13.5,3.57
341,2016-08-03,Benz Distributing,Cedar Rapids,Linn,DISTILLED SPIRITS SPECIALTY,6.0,750.0,12.56,18.84,18.0,339.12,13.5,3.57
342,2014-04-24,Wal-Mart 4606 / Osceola,OSCEOLA,Clarke,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,8.93,13.4,18.0,241.2,13.5,3.57
343,2014-11-05,Sam's Club 6568 / Ames,AMES,Story,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,14.53,21.8,18.0,392.4,13.5,3.57
344,2014-05-21,Wal-Mart 1285 / Ottumwa,OTTUMWA,Wapello,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,13.17,19.76,18.0,355.68,13.5,3.57
345,"2020-10-19,""Central City Liquor, Inc."",Des Moines,POLK,Imported Vodka,6,750,20.15,30.23,18,544.14,13.5,3.56",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2013-10-30,HY-VEE / PLEASANT HILL,PLEASANT HILL,Polk,COFFEE LIQUEURS,6.0,750.0,12.49,18.74,18.0,337.32,13.5,3.57
347,2013-10-24,Hy-Vee Drugstore / University / DSM,DES MOINES,Polk,COFFEE LIQUEURS,6.0,750.0,12.49,18.74,18.0,337.32,13.5,3.57
348,2014-04-21,Wal-Mart 1509 / Maquoketa,MAQUOKETA,Jackson,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,10.49,15.74,18.0,283.32,13.5,3.57
349,2016-02-24,Brady Mart Food & Liquor,DAVENPORT,Scott,Unknown,12.0,375.0,9.99,14.99,36.0,539.64,13.5,3.57
350,2020-08-05,John's Grocery,Iowa City,JOHNSON,Special Order Items,6.0,750.0,13.09,19.64,18.0,353.52,13.5,3.56
351,2014-06-27,Hy-Vee Food Store / Muscatine,MUSCATINE,Muscatine,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
352,2017-12-19,Hy-Vee / Waukee,Waukee,DALLAS,Straight Rye Whiskies,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
353,2013-11-26,Hy-Vee Food Store / Iowa City,IOWA CITY,Johnson,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
354,2019-06-11,Costco Wholesale #788 / WDM,West Des Moines,Dallas,Straight Rye Whiskies,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.56
355,2014-06-11,Wal-Mart 1526 / Storm Lake,STORM LAKE,Buena Vista,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
356,2013-12-04,Hy-Vee Food Store / Altoona,ALTOONA,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
357,2019-07-29,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Straight Rye Whiskies,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.56
358,2014-12-08,Hy-Vee #3 / BDI / Des Moines,DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
359,2016-03-07,Hy-Vee Food Store #1 / WDM,WEST DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
360,2016-08-11,Hy-Vee #3 / BDI / Des Moines,Des Moines,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
361,2017-12-21,Target Store T-2041 / Des Moines,Des Moines,Polk,Straight Rye Whiskies,6.0,750.0,18.09,27.14,18.0,488.52,13.5,3.57
362,2019-02-06,Cyclone Liquors,Ames,STORY,Special Order Items,6.0,750.0,37.49,56.24,18.0,1012.32,13.5,3.56
363,2012-03-26,Benz Distributing,CEDAR RAPIDS,Linn,IRISH WHISKIES,6.0,750.0,24.44,36.66,18.0,659.88,13.5,3.57
364,2013-10-04,Hy-Vee Wine and Spirits / Waterloo,WATERLOO,Black Hawk,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,14.04,21.06,18.0,379.08,13.5,3.57
365,2012-06-06,Hy-Vee Drugstore #5 / Cedar Rapids,CEDAR RAPIDS,Linn,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,13.54,20.31,18.0,365.58,13.5,3.57
366,2020-12-07,AJ'S LIQUOR II,Ames,STORY,Imported Distilled Spirit Specialty,20.0,375.0,3.0,4.5,40.0,180.0,15.0,3.96
367,2017-08-03,Costco Wholesale #788,West Des Moines,Dallas,Single Malt Scotch,12.0,750.0,32.51,48.77,36.0,1728.0,27.0,7.13
368,2019-07-31,Sam's Club 6472 / Council Bluffs,Council Bluffs,POTTAWATTA,Single Malt Scotch,12.0,750.0,24.0,36.0,36.0,1296.0,27.0,7.13
369,2017-07-21,Quillins Decorah,Decorah,WINNESHIEK,Special Order Items,12.0,750.0,15.0,22.5,36.0,810.0,27.0,7.13
370,2020-10-20,Downtown Liquor / Iowa City,Iowa City,JOHNSON,Special Order Items,12.0,750.0,4.5,6.75,36.0,243.0,27.0,7.13
371,2019-07-29,Hy-Vee Wine and Spirits / Iowa City,Iowa City,JOHNSON,Neutral Grain Spirits,12.0,750.0,9.0,13.5,36.0,486.0,27.0,7.13
372,2018-08-15,Hy-Vee Wine and Spirits / Iowa City,Iowa City,JOHNSON,Neutral Grain Spirits,12.0,750.0,9.0,13.5,36.0,486.0,27.0,7.13
373,2018-09-05,Hy-Vee  #2 / Ames,Ames,STORY,Neutral Grain Spirits,12.0,750.0,9.0,13.5,36.0,486.0,27.0,7.13
374,2014-08-29,Wal-Mart 0985 / Fairfield,FAIRFIELD,Jefferson,AMERICAN ALCOHOL,12.0,750.0,9.0,13.5,36.0,486.0,27.0,7.13
375,2019-02-07,Hy-Vee Food Store #1 / Mason City,Mason City,CERRO GORD,Single Malt Scotch,12.0,750.0,32.5,48.75,36.0,1755.0,27.0,7.13
376,"2021-04-23,""Green Frog Distillery, LLC"",Keokuk,LEE,Corn Whiskies,6,750,17.5,26.25,36,945.0,27.0,7.13",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2021-04-07,Hy-Vee Wine and Spirits / Iowa City,Iowa City,JOHNSON,Gold Rum,12.0,750.0,11.0,16.5,36.0,594.0,27.0,7.13
378,2013-02-20,Super Valu / Mark's,LAKE CITY,Calhoun,AMERICAN SLOE GINS,12.0,750.0,3.83,5.75,36.0,207.0,27.0,7.13
379,2020-02-11,Hy-Vee Food Store #1 / Newton,Newton,JASPER,Neutral Grain Spirits Flavored,6.0,750.0,10.0,15.0,36.0,540.0,27.0,7.13
380,2013-10-08,7 Rayos Liquor Store,MARSHALLTOWN,Marshall,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,11.15,16.73,36.0,602.28,27.0,7.13
381,2012-10-31,Hy-Vee Drugstore / University / DSM,DES MOINES,Polk,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,4.0,5.99,36.0,215.64,27.0,7.13
382,2013-11-04,ATC Liquor,DAVENPORT,Scott,100 PROOF VODKA,12.0,750.0,3.31,4.97,36.0,178.92,27.0,7.13
383,2015-07-06,Price Chopper  /  Ingersoll,DES MOINES,Polk,100 PROOF VODKA,12.0,750.0,3.31,4.97,36.0,178.92,27.0,7.13
384,2015-09-10,Downtown Pantry,DES MOINES,Polk,100 PROOF VODKA,12.0,750.0,3.31,4.97,36.0,178.92,27.0,7.13
385,2015-09-03,Price Chopper  /  Ingersoll,DES MOINES,Polk,100 PROOF VODKA,12.0,750.0,3.31,4.97,36.0,178.92,27.0,7.13
386,2012-12-27,Kum & Go #2091 / Ashworth / WDM,WEST DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,36.0,976.68,27.0,7.13
387,2019-06-26,Hy-Vee Food Store #2 / Council Bluffs,Council Bluffs,POTTAWATTA,Single Malt Scotch,12.0,750.0,24.48,36.72,36.0,1321.92,27.0,7.13
388,2020-10-27,7 Rayos Liquor Store,Marshalltown,MARSHALL,Special Order Items,12.0,750.0,12.53,18.8,36.0,676.8,27.0,7.13
389,2018-06-28,Fareway Stores #167/Johnston,Johnston,POLK,Gold Rum,12.0,750.0,8.26,12.39,36.0,446.04,27.0,7.13
390,2014-09-04,Wal-Mart 4606 / Osceola,OSCEOLA,Clarke,BARBADOS RUM,12.0,750.0,9.42,14.13,36.0,508.68,27.0,7.13
391,2012-06-27,Sam's Club 8162 / Cedar Rapids,CEDAR RAPIDS,Linn,AMERICAN ALCOHOL,12.0,750.0,8.25,12.38,36.0,445.68,27.0,7.13
392,2016-03-15,Hy-Vee Food Store / Fort Dodge,FORT DODGE,Webster,COFFEE LIQUEURS,12.0,750.0,11.99,17.99,36.0,647.64,27.0,7.13
393,2014-10-21,Target Store T-1767 / Ankeny,ANKENY,Polk,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,11.99,17.99,36.0,647.64,27.0,7.13
394,2012-11-27,Wal-Mart 1415 / Spirit Lake,SPIRIT LAKE,Dickinson,COFFEE LIQUEURS,12.0,750.0,12.0,17.99,36.0,647.64,27.0,7.13
395,2014-07-28,Cork 'n' Bottle,MANCHESTER,Delaware,IRISH WHISKIES,12.0,750.0,14.49,21.74,36.0,782.64,27.0,7.13
396,2017-01-26,Hy-Vee Food Store #1 / Mason City,Mason City,CERRO GORD,Single Malt Scotch,6.0,750.0,15.3,22.95,36.0,826.2,27.0,7.13
397,2015-01-22,Hy-Vee Food Store / Carroll,CARROLL,Carroll,STRAIGHT RYE WHISKIES,6.0,750.0,18.09,27.14,36.0,977.04,27.0,7.13
398,2014-10-06,Hy-Vee #7 / Cedar Rapids,CEDAR RAPIDS,Linn,SINGLE MALT SCOTCH,12.0,750.0,20.99,32.24,36.0,1160.64,27.0,7.13
399,2020-01-22,Hy-Vee Wine and Spirits / WDM,West Des Moines,POLK,Single Malt Scotch,12.0,750.0,40.01,60.02,36.0,1889.64,27.0,7.13
400,2012-03-06,Quicker Liquor Store,FORT MADISON,Lee,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,11.58,17.37,36.0,625.32,27.0,7.13
401,2012-10-05,Hy-Vee #7 / Cedar Rapids,CEDAR RAPIDS,Linn,SINGLE MALT SCOTCH,12.0,750.0,20.75,31.49,36.0,1133.64,27.0,7.13
402,2014-06-09,Costco Wholesale #788,WEST DES MOINES,Dallas,SINGLE MALT SCOTCH,12.0,750.0,32.0,47.99,36.0,1727.64,27.0,7.13
403,2013-10-15,Target Store T-1767 / Ankeny,ANKENY,Polk,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,12.05,18.08,36.0,650.88,27.0,7.13
404,2014-10-06,Target Store T-1792 / Waterloo,WATERLOO,Black Hawk,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,12.05,18.08,36.0,650.88,27.0,7.13
405,2013-12-12,Sam's Club 8162 / Cedar Rapids,CEDAR RAPIDS,Linn,IMPORTED AMARETTO,12.0,750.0,12.86,19.79,36.0,712.44,27.0,7.13
406,2013-10-11,Osco #881 / Clinton,CLINTON,Clinton,DECANTERS & SPECIALTY PACKAGES,12.0,750.0,4.84,7.26,36.0,261.36,27.0,7.13
407,2018-06-18,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Unknown,12.0,750.0,7.34,11.01,36.0,396.36,27.0,7.13
408,2012-10-09,Hy-Vee Food Store / Fleur / DSM,DES MOINES,Polk,DECANTERS & SPECIALTY PACKAGES,4.0,1750.0,31.0,46.5,16.0,744.0,28.0,7.4
409,2015-04-08,Sub Express & Gas,DAVENPORT,Scott,MISCELLANEOUS SCHNAPPS,10.0,600.0,5.94,8.91,50.0,445.5,30.0,7.93
410,2012-10-12,Wal-Mart 3630 / Marion,MARION,Linn,DECANTERS & SPECIALTY PACKAGES,4.0,1750.0,31.0,46.5,24.0,1116.0,42.0,11.1
411,2019-06-13,Wal-Mart 2764 / Altoona,Altoona,POLK,Gold Rum,6.0,1750.0,15.0,22.5,24.0,540.0,42.0,11.09
412,2014-04-22,Wal-Mart 2714 / Spencer,SPENCER,Clay,DECANTERS & SPECIALTY PACKAGES,6.0,1750.0,19.94,29.91,24.0,717.84,42.0,11.1
413,2012-02-21,Hy-Vee #3 Food and Drugstore,DAVENPORT,Scott,100 PROOF VODKA,6.0,1750.0,7.46,11.19,24.0,268.56,42.0,11.1
414,2012-08-14,Okoboji Avenue Liquor,MILFORD,Dickinson,100 PROOF VODKA,6.0,1750.0,7.46,11.19,24.0,268.56,42.0,11.1
415,2015-06-24,Hy-Vee Food Store #4 / Sioux City,SIOUX CITY,Woodbury,100 PROOF VODKA,6.0,1750.0,7.47,11.21,24.0,269.04,42.0,11.1
416,2015-06-29,Okoboji Avenue Liquor,MILFORD,Dickinson,100 PROOF VODKA,6.0,1750.0,7.47,11.21,24.0,269.04,42.0,11.1
417,2012-10-16,Hy-Vee Wine and Spirits / Red Oak,RED OAK,Montgomery,BLACKBERRY BRANDIES,6.0,1750.0,11.28,16.93,24.0,406.32,42.0,11.1
418,2017-12-29,Sam's Club 6979 / Ankeny,Ankeny,POLK,Coffee Liqueurs,6.0,1750.0,24.99,37.49,24.0,899.76,42.0,11.1
419,2016-01-27,Aj's Liquor / Ames,AMES,Story,Unknown,6.0,1750.0,32.49,48.74,24.0,1169.76,42.0,11.1
420,2021-04-12,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Triple Sec,12.0,1000.0,2.42,3.63,44.0,159.72,44.0,11.62
421,2017-07-27,Hy-Vee Food Store #1 / Mason City,Mason City,CERRO GORD,Triple Sec,12.0,1000.0,2.33,3.5,48.0,168.0,48.0,12.68
422,2013-04-09,Sid's Beverage Shop,DUBUQUE,Dubuque,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.5,6.75,48.0,324.0,48.0,12.68
423,2020-04-21,Sam's Club 6514 / Waterloo,Waterloo,BLACK HAWK,Imported Distilled Spirit Specialty,12.0,1000.0,5.0,7.5,48.0,360.0,48.0,12.68
424,2017-08-03,Wilkie Liquors,Mount Vernon,LINN,Triple Sec,12.0,1000.0,2.13,3.2,48.0,153.6,48.0,12.68
425,2014-01-09,Hy-Vee #3 / BDI / Des Moines,DES MOINES,Polk,AMERICAN AMARETTO,12.0,1000.0,4.05,6.08,48.0,291.84,48.0,12.68
426,2019-06-10,Benz Distributing,Cedar Rapids,LINN,Triple Sec,12.0,1000.0,3.84,5.76,48.0,276.48,48.0,12.68
427,"2012-09-13,""Central City Liquor, Inc."",DES MOINES,Polk,PEACH SCHNAPPS,12,1000,7.35,11.02,48,528.96,48.0,12.68",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,2012-02-22,Sam's Club 8162 / Cedar Rapids,CEDAR RAPIDS,Linn,GRAPE SCHNAPPS,12.0,1000.0,7.35,11.02,48.0,528.96,48.0,12.68
429,2020-11-30,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
430,2019-02-20,Hy-Vee Wine & Spirits #2 / Davenport,Davenport,SCOTT,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
431,2015-06-15,Lot-A-Spirits,BETTENDORF,Scott,TRIPLE SEC,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
432,2020-10-22,Wilkie Liquors,Mount Vernon,LINN,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
433,2019-06-27,Lake Liquors Wine and Spirits,Clear Lake,Cerro Gord,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
434,2020-08-06,Northside Liquor,Mason City,CERRO GORD,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
435,2019-07-11,Hillstreet News and Tobacco,Cedar Falls,BLACK HAWK,Triple Sec,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
436,2016-03-07,Hy-Vee Food Store / Coralville,CORALVILLE,Johnson,TRIPLE SEC,12.0,1000.0,2.42,3.63,48.0,174.24,48.0,12.68
437,2012-10-04,Costco Wholesale #788,WEST DES MOINES,Dallas,TRIPLE SEC,12.0,1000.0,2.21,3.31,48.0,158.88,48.0,12.68
438,2013-12-16,Hy-Vee Wine and Spirits / Coralville,CORALVILLE,Johnson,TRIPLE SEC,12.0,1000.0,2.21,3.31,48.0,158.88,48.0,12.68
439,2013-05-14,Sam's Club 6472 / Council Bluffs,COUNCIL BLUFFS,Pottawattamie,TRIPLE SEC,12.0,1000.0,2.21,3.31,48.0,158.88,48.0,12.68
440,2014-09-29,Hy-Vee #3 / BDI / Des Moines,DES MOINES,Polk,PEACH SCHNAPPS,12.0,1000.0,7.62,11.43,48.0,548.64,48.0,12.68
441,2015-08-05,Lot-A-Spirits,BETTENDORF,Scott,PEACH SCHNAPPS,12.0,1000.0,7.62,11.43,48.0,548.64,48.0,12.68
442,2014-02-13,Central City 2,DES MOINES,Polk,WATERMELON SCHNAPPS,12.0,1000.0,7.62,11.43,48.0,548.64,48.0,12.68
443,"2018-06-11,""Giggle Juice Liquor Station, LLC"",Anamosa,JONES,Imported Distilled Spirit Specialty,12,1000,4.51,6.77,48,324.96,48.0,12.68",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,2013-02-28,Liquor Downtown / Iowa City,IOWA CITY,Johnson,TRIPLE SEC,12.0,1000.0,2.13,3.19,48.0,153.12,48.0,12.68
445,2012-03-15,Lot-A-Spirits,BETTENDORF,Scott,TRIPLE SEC,12.0,1000.0,2.13,3.19,48.0,153.12,48.0,12.68
446,2015-08-31,Keokuk Spirits,KEOKUK,Lee,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.92,7.38,48.0,354.24,48.0,12.68
447,2014-12-22,Hy-Vee Wine and Spirits #2,DAVENPORT,Scott,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.92,7.38,48.0,354.24,48.0,12.68
448,2015-03-04,Cork and Bottle / Oskaloosa,OSKALOOSA,Mahaska,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.92,7.38,48.0,354.24,48.0,12.68
449,2016-08-17,Benz Distributing,Cedar Rapids,Linn,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.92,7.38,48.0,354.24,48.0,12.68
450,2013-03-11,Sam's Club 6568 / Ames,AMES,Story,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.75,7.13,48.0,342.24,48.0,12.68
451,2012-08-14,Hy-Vee #1044 / Burlington,BURLINGTON,Des Moines,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.75,7.13,48.0,342.24,48.0,12.68
452,2012-06-25,Benz Distributing,CEDAR RAPIDS,Linn,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.75,7.13,48.0,342.24,48.0,12.68
453,2012-04-12,Hy-Vee #3 / BDI / Des Moines,DES MOINES,Polk,AMERICAN AMARETTO,12.0,1000.0,4.04,6.06,48.0,290.88,48.0,12.68
454,2013-07-03,Sam's Club 8162 / Cedar Rapids,CEDAR RAPIDS,Linn,AMERICAN AMARETTO,12.0,1000.0,4.04,6.06,48.0,290.88,48.0,12.68
455,2013-07-23,Sam's Club 6344 / Windsor Heights,WINDSOR HEIGHTS,Polk,IRISH WHISKIES,12.0,1000.0,17.99,26.99,48.0,1295.52,48.0,12.68
456,2013-10-11,Hy-Vee #7 / Cedar Rapids,CEDAR RAPIDS,Linn,SINGLE MALT SCOTCH,12.0,1000.0,26.99,40.49,48.0,1943.52,48.0,12.68
457,2016-03-07,Benz Distributing,CEDAR RAPIDS,Linn,IRISH WHISKIES,12.0,1000.0,18.49,27.74,48.0,1331.52,48.0,12.68
458,2016-03-10,Hillstreet News and Tobacco,CEDAR FALLS,Black Hawk,IRISH WHISKIES,12.0,1000.0,18.49,27.74,48.0,1331.52,48.0,12.68
459,2016-03-07,Central City 2,DES MOINES,Polk,WATERMELON SCHNAPPS,12.0,1000.0,7.87,11.81,48.0,566.88,48.0,12.68
460,2019-05-30,Wines and Spirits,Washington,WASHINGTON,Imported Distilled Spirit Specialty,12.0,1000.0,4.85,7.28,48.0,349.44,48.0,12.68
461,2021-04-14,Benz Distributing,Cedar Rapids,LINN,Imported Distilled Spirit Specialty,12.0,1000.0,4.85,7.28,48.0,349.44,48.0,12.68
462,2013-11-14,Benz Distributing,CEDAR RAPIDS,Linn,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.76,7.14,48.0,342.72,48.0,12.68
463,2020-12-07,Hy-Vee Drugstore / University / DSM,Des Moines,POLK,Temporary &  Specialty Packages,12.0,750.0,4.0,6.0,72.0,432.0,54.0,14.26
464,2021-04-27,Costco Wholesale #788 / WDM,West Des Moines,Dallas,Single Malt Scotch,6.0,750.0,24.0,36.0,72.0,2592.0,54.0,14.26
465,2012-03-01,Costco Wholesale #788,WEST DES MOINES,Dallas,SINGLE MALT SCOTCH,12.0,750.0,20.42,31.0,72.0,2232.0,54.0,14.27
466,2019-02-25,Ameristar Casino / Council Bluffs,Council Bluffs,POTTAWATTA,Coffee Liqueurs,12.0,750.0,12.49,18.74,72.0,1349.28,54.0,14.26
467,2021-04-06,Central City 2,Des Moines,POLK,Imported Distilled Spirit Specialty,12.0,1000.0,5.0,7.5,60.0,450.0,60.0,15.85
468,2018-09-12,Hy-Vee Wine and Spirits / Iowa City,Iowa City,JOHNSON,Triple Sec,12.0,1000.0,2.33,3.5,60.0,210.0,60.0,15.85
469,2014-11-12,Hy-Vee #2 / Dubuque,DUBUQUE,Dubuque,Unknown,1.0,6000.0,78.6,117.9,10.0,1179.0,60.0,15.85
470,2020-01-30,Cyclone Liquors,Ames,STORY,Bottled in Bond Bourbon,12.0,1000.0,12.5,18.75,60.0,1125.0,60.0,15.85
471,2013-07-11,Benz Distributing,CEDAR RAPIDS,Linn,TRIPLE SEC,12.0,1000.0,3.75,5.62,60.0,337.2,60.0,15.85
472,2012-03-15,Costco Wholesale #788,WEST DES MOINES,Dallas,TRIPLE SEC,12.0,1000.0,2.21,3.31,60.0,198.6,60.0,15.85
473,2015-02-19,Central City 2,DES MOINES,Polk,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,60.0,685.8,60.0,15.85
474,2014-03-27,Central City 2,DES MOINES,Polk,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,60.0,685.8,60.0,15.85
475,2013-03-04,Hy-Vee #3 / BDI / Des Moines,DES MOINES,Polk,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,60.0,685.8,60.0,15.85
476,2014-12-18,Central City 2,DES MOINES,Polk,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,60.0,685.8,60.0,15.85
477,2014-04-10,Central City 2,DES MOINES,Polk,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,60.0,685.8,60.0,15.85
478,2014-06-18,Sam's Club 6568 / Ames,AMES,Story,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.76,7.14,60.0,428.4,60.0,15.85
479,2014-06-03,Hy-Vee Food Store / Cherokee,CHEROKEE,Cherokee,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.76,7.14,60.0,428.4,60.0,15.85
480,2014-09-22,Central City 2,DES MOINES,Polk,IRISH WHISKIES,12.0,1000.0,18.49,27.74,60.0,1664.4,60.0,15.85
481,2017-08-03,Hy-Vee Food Store #3 / Des Moines,Des Moines,POLK,Gold Rum,12.0,500.0,5.54,8.31,120.0,997.2,60.0,15.85
482,2015-04-30,Wilkie Liquors,MOUNT VERNON,Linn,TRIPLE SEC,12.0,1000.0,2.42,3.63,60.0,217.8,60.0,15.85
483,2014-11-17,Central City 2,DES MOINES,Polk,TRIPLE SEC,12.0,1000.0,2.42,3.63,60.0,217.8,60.0,15.85
484,2014-01-13,Central City 2,DES MOINES,Polk,IRISH WHISKIES,12.0,1000.0,17.99,26.99,60.0,1619.4,60.0,15.85
485,2013-09-16,Keokuk Spirits,KEOKUK,Lee,IRISH WHISKIES,12.0,1000.0,17.99,26.99,60.0,1619.4,60.0,15.85
486,2013-07-08,Sam's Club 8162 / Cedar Rapids,CEDAR RAPIDS,Linn,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.51,6.76,60.0,405.6,60.0,15.85
487,2014-03-26,Sam's Club 6432 / Sioux City,SIOUX CITY,Woodbury,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.51,6.76,60.0,405.6,60.0,15.85
488,"2012-11-12,""Central City Liquor, Inc."",DES MOINES,Polk,GRAPE SCHNAPPS,12,1000,7.35,11.02,60,661.2,60.0,15.85",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,2016-03-09,Lot-A-Spirits,BETTENDORF,Scott,PEACH SCHNAPPS,12.0,1000.0,7.87,11.81,60.0,708.6,60.0,15.85
490,2016-08-22,Hy-Vee Wine and Spirits / Iowa City,Iowa City,Johnson,WATERMELON SCHNAPPS,12.0,1000.0,7.87,11.81,60.0,708.6,60.0,15.85
491,"2019-07-05,""Giggle Juice Liquor Station, LLC"",Anamosa,JONES,Imported Distilled Spirit Specialty,12,1000,4.85,7.28,60,436.8,60.0,15.85",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,2017-08-17,Sam's Club 6344 / Windsor Heights,Unknown,UNKNOWN,Imported Distilled Spirit Specialty,12.0,1000.0,5.17,7.76,60.0,442.8,60.0,15.85
493,2018-01-11,Hy-Vee Food Store / Carroll,Carroll,CARROLL,Imported Distilled Spirit Specialty,12.0,1000.0,5.17,7.76,60.0,442.8,60.0,15.85
494,2013-10-10,Benz Distributing,CEDAR RAPIDS,Linn,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.75,7.13,60.0,427.8,60.0,15.85
495,2013-02-19,Hy-Vee Wine and Spirits #2,DAVENPORT,Scott,DISTILLED SPIRITS SPECIALTY,12.0,1000.0,4.75,7.13,60.0,427.8,60.0,15.85
496,2018-06-14,Sam's Club 8238 / Davenport,Davenport,SCOTT,Triple Sec,12.0,1000.0,2.33,3.5,72.0,252.0,72.0,19.02
497,2019-06-12,Benz Distributing,Cedar Rapids,LINN,Imported Distilled Spirit Specialty,12.0,1000.0,5.0,7.5,72.0,540.0,72.0,19.02
