,date,store_name,city,county,category_name,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
165,2014-06-04,Hy-Vee Food Store / Centerville,CENTERVILLE,Appanoose,TROPICAL FRUIT SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
166,2014-02-11,FILL R UP,COUNCIL BLUFFS,Pottawattamie,APPLE SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
167,2014-08-27,Mmdg Spirits / Ames,AMES,Story,BUTTERSCOTCH SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
168,2013-08-12,Hy-Vee Food Store #1 / Newton,NEWTON,Jasper,GRAPE SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
169,2013-07-29,Northside One Stop / Hampton,HAMPTON,Franklin,PEACH SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
170,2013-07-29,Lickety Liquor,DES MOINES,Polk,PEACH SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
171,2015-04-22,Mmdg Spirits / Ames,AMES,Story,WATERMELON SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
172,2014-03-05,Sac Liquor Store,SAC CITY,Sac,ROOT BEER SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
173,2015-06-25,Hy-Vee Wine and Spirits #1,DES MOINES,Polk,PEACH SCHNAPPS,12.0,1000.0,7.62,11.43,4.0,45.72,4.0,1.06
174,2015-04-30,North Scott Foods,ELDRIDGE,Scott,COFFEE LIQUEURS,12.0,1000.0,15.24,22.86,4.0,91.44,4.0,1.06
175,2014-09-30,Stratford Food Center,STRATFORD,Hamilton,COFFEE LIQUEURS,12.0,1000.0,15.24,22.86,4.0,91.44,4.0,1.06
176,2014-12-17,Ingersoll Wine Merchants,WEST DES MOINES,Polk,DECANTERS & SPECIALTY PACKAGES,12.0,800.0,21.49,32.24,5.0,161.2,4.0,1.06
177,2013-06-25,A J'S LIQUOR II,AMES,Story,COFFEE LIQUEURS,12.0,1000.0,8.13,12.2,4.0,48.8,4.0,1.06
178,2012-01-17,A J'S LIQUOR II,AMES,Story,COFFEE LIQUEURS,12.0,1000.0,8.13,12.2,4.0,48.8,4.0,1.06
179,2014-05-28,J D Spirits Liquor,ONAWA,Monona,TRIPLE SEC,12.0,1000.0,2.21,3.31,4.0,13.24,4.0,1.06
180,2013-11-25,J D Spirits Liquor,ONAWA,Monona,TRIPLE SEC,12.0,1000.0,2.21,3.31,4.0,13.24,4.0,1.06
181,2012-12-13,Hy-Vee Food Store / Marion,MARION,Linn,TRIPLE SEC,12.0,1000.0,2.21,3.31,4.0,13.24,4.0,1.06
182,2013-12-03,Hy-Vee Food Store / Creston,CRESTON,Union,TRIPLE SEC,12.0,1000.0,3.75,5.62,4.0,22.48,4.0,1.06
183,2012-02-14,Main Street Market Of Anita,ANITA,Cass,TRIPLE SEC,12.0,1000.0,3.75,5.62,4.0,22.48,4.0,1.06
184,2013-07-04,Hy-Vee Food Store / Marion,MARION,Linn,TRIPLE SEC,12.0,1000.0,3.75,5.62,4.0,22.48,4.0,1.06
185,2020-10-12,Cyclone Liquors,Ames,STORY,Coffee Liqueurs,12.0,1000.0,15.15,22.73,4.0,90.92,4.0,1.05
186,2020-01-24,Hometown Market / Central City,Central City,LINN,Coffee Liqueurs,12.0,1000.0,15.15,22.73,4.0,90.92,4.0,1.05
187,2013-08-19,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,Pottawattamie,SPEARMINT SCHNAPPS,12.0,1000.0,4.75,7.13,4.0,28.52,4.0,1.06
188,2012-10-24,Hy-Vee Food Store / Spencer,SPENCER,Clay,TRIPLE SEC,12.0,1000.0,2.21,3.32,4.0,13.28,4.0,1.06
189,2012-07-25,Mccoy's 1447,WEBSTER CITY,Hamilton,IRISH WHISKIES,12.0,1000.0,17.4,26.1,4.0,104.4,4.0,1.06
190,2013-04-01,Hy-Vee Wine and Spirits / Lemars,LEMARS,Plymouth,IRISH WHISKIES,12.0,1000.0,17.4,26.1,4.0,104.4,4.0,1.06
191,2012-05-03,Hy-Vee #7 / Cedar Rapids,CEDAR RAPIDS,Linn,IRISH WHISKIES,12.0,1000.0,17.4,26.1,4.0,104.4,4.0,1.06
192,2018-06-25,Hy-Vee Food Store #1 / Council Bluffs,Council Bluffs,POTTAWATTA,Triple Sec,12.0,1000.0,2.13,3.2,4.0,12.8,4.0,1.06
193,2016-03-10,North Scott Foods,ELDRIDGE,Scott,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
194,2014-02-05,J D Spirits Liquor,ONAWA,Monona,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
195,2016-03-09,Al's Liquors Unlimited,STORM LAKE,Buena Vista,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
196,2015-09-17,Pit Stop Liquors / Newton,NEWTON,Jasper,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
197,2014-01-13,Main Street Market Of Anita,ANITA,Cass,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
198,2015-08-11,Hy-Vee Food Store / Spencer,SPENCER,Clay,APRICOT BRANDIES,12.0,1000.0,6.53,9.8,4.0,39.2,4.0,1.06
199,2012-12-11,Hy-Vee Food Store #1 / Council Bluff,COUNCIL BLUFFS,Pottawattamie,CINNAMON SCHNAPPS,12.0,1000.0,9.87,14.8,4.0,59.2,4.0,1.06
200,2014-03-19,Hy-Vee Food Store #1 / Ottumwa,OTTUWMA,Wapello,TRIPLE SEC,12.0,1000.0,2.22,3.33,4.0,13.32,4.0,1.06
201,2014-09-08,Bender Foods / Guttenburg,GUTTENBURG,Clayton,TRIPLE SEC,12.0,1000.0,2.22,3.33,4.0,13.32,4.0,1.06
202,2015-03-17,Fareway Stores #137 / Polk City,POLK CITY,Polk,TRIPLE SEC,12.0,1000.0,2.22,3.33,4.0,13.32,4.0,1.06
203,2018-09-27,Lake Liquors Wine and Spirits,Clear Lake,Cerro Gord,Coffee Liqueurs,12.0,1000.0,8.39,12.59,4.0,50.36,4.0,1.05
204,2019-05-23,Hy-Vee Wine & Spirits #1 / MLK,Des Moines,POLK,Coffee Liqueurs,12.0,1000.0,8.39,12.59,4.0,50.36,4.0,1.05
205,2017-02-15,Celtics Beverage Company,Emmetsburg,PALO ALTO,Coffee Liqueurs,12.0,1000.0,8.39,12.59,4.0,50.36,4.0,1.06
206,2012-10-09,Hy-Vee Food Store / Clarinda,CLARINDA,Page,JAMAICA RUM,12.0,1000.0,11.95,17.93,4.0,71.72,4.0,1.06
207,2012-06-18,T and M Foods,GREENE,Butler,COFFEE LIQUEURS,12.0,1000.0,14.81,22.22,4.0,88.88,4.0,1.06
208,2021-04-28,Benz Distributing,Cedar Rapids,LINN,American Sloe Gins,12.0,1000.0,5.42,8.13,4.0,32.52,4.0,1.05
209,2017-12-22,Bender Foods / Guttenberg,Guttenberg,CLAYTON,American Sloe Gins,12.0,1000.0,5.42,8.13,4.0,32.52,4.0,1.06
210,2017-08-02,Keith's Foods,Bloomfield,DAVIS,American Sloe Gins,12.0,1000.0,5.42,8.13,4.0,32.52,4.0,1.06
211,2020-02-03,Fareway Stores #409 / Carroll,Carroll,CARROLL,American Sloe Gins,12.0,1000.0,5.42,8.13,4.0,32.52,4.0,1.05
212,2021-04-13,J D Spirits Liquor,Onawa,MONONA,American Sloe Gins,12.0,1000.0,5.42,8.13,4.0,32.52,4.0,1.05
213,2015-07-29,J D Spirits Liquor,ONAWA,Monona,100 PROOF VODKA,12.0,1000.0,4.13,6.2,4.0,24.8,4.0,1.06
214,2013-09-23,Food Land Super Markets / Missouri V,MISSOURI VALLEY,Harrison,100 PROOF VODKA,12.0,1000.0,4.13,6.2,4.0,24.8,4.0,1.06
215,2013-12-23,Payless Foods / Dyersville,DYERSVILLE,Dubuque,PEACH SCHNAPPS,12.0,1000.0,4.65,6.98,4.0,27.92,4.0,1.06
216,2014-12-02,C's Spencer Liquor,SPENCER,Clay,DECANTERS & SPECIALTY PACKAGES,12.0,850.0,11.49,17.24,5.0,86.2,4.25,1.12
217,2019-02-13,Hy-Vee Food Store #1636 / Spencer,Spencer,CLAY,Triple Sec,12.0,1000.0,3.0,4.5,5.0,22.5,5.0,1.32
218,2015-03-11,J D Spirits Liquor,ONAWA,Monona,BLACKBERRY BRANDIES,12.0,1000.0,6.53,9.8,5.0,49.0,5.0,1.32
219,2016-08-22,Karl's Grocery Store,Edgewood,Clayton,RASPBERRY SCHNAPPS,12.0,1000.0,5.0,7.5,5.0,37.5,5.0,1.32
220,2018-06-07,Fareway Stores #409 / Carroll,Carroll,CARROLL,American Sloe Gins,12.0,1000.0,5.42,8.13,5.0,40.65,5.0,1.32
221,2020-02-13,Urbandale Liquor,Urbandale,POLK,American Sloe Gins,12.0,1000.0,5.42,8.13,5.0,40.65,5.0,1.32
222,2017-12-27,Select Mart   Floyd Blvd,Sioux City,WOODBURY,Gold Rum,12.0,1000.0,4.42,6.63,5.0,33.15,5.0,1.32
223,2015-03-24,Great Pastimes,MONTICELLO,Jones,CINNAMON SCHNAPPS,12.0,1000.0,7.62,11.43,5.0,57.15,5.0,1.32
224,2013-07-18,Kick The Can,CARROLL,Carroll,WATERMELON SCHNAPPS,12.0,1000.0,7.62,11.43,5.0,57.15,5.0,1.32
225,2013-12-17,Hy-Vee Food Store / Spencer,SPENCER,Clay,AMERICAN AMARETTO,12.0,1000.0,4.05,6.08,5.0,30.4,5.0,1.32
226,2014-06-10,The Cooler,CEDAR RAPIDS,Linn,AMERICAN AMARETTO,12.0,1000.0,4.05,6.08,5.0,30.4,5.0,1.32
227,2012-03-14,Sac Liquor Store,SAC CITY,Sac,COFFEE LIQUEURS,12.0,1000.0,14.81,22.22,5.0,111.1,5.0,1.32
228,2013-12-04,Hy-Vee Wine and Spirits / Pella,PELLA,Marion,IRISH WHISKIES,12.0,1000.0,17.99,26.99,5.0,134.95,5.0,1.32
229,2020-08-03,Northside One Stop / Hampton,Hampton,FRANKLIN,Triple Sec,12.0,1000.0,3.01,4.52,5.0,22.6,5.0,1.32
230,2013-09-03,Hy-Vee Food Store #1 / Burlington,BURLINGTON,Des Moines,TRIPLE SEC,12.0,1000.0,2.21,3.31,5.0,16.55,5.0,1.32
231,2012-05-31,Mmdg Spirits / Ames,AMES,Story,APPLE SCHNAPPS,12.0,1000.0,7.35,11.02,5.0,55.1,5.0,1.32
232,2015-01-28,Great Pastimes,MONTICELLO,Jones,APRICOT BRANDIES,12.0,1000.0,6.38,9.57,5.0,47.85,5.0,1.32
233,2014-11-19,Guppy's On The Go / Tripoli,TRIPOLI,Bremer,BLACKBERRY BRANDIES,12.0,1000.0,6.38,9.57,5.0,47.85,5.0,1.32
234,2020-10-27,Hy-Vee Wine and Spirits / Harlan,Harlan,SHELBY,Temporary &  Specialty Packages,3.0,1750.0,32.5,48.75,3.0,146.25,5.25,1.38
235,2021-04-20,J D Spirits Liquor,Onawa,MONONA,Gold Rum,6.0,1750.0,7.5,11.25,3.0,33.75,5.25,1.38
236,2020-12-02,Hy-Vee Wine and Spirits / Washington,Washington,WASHINGTON,Gold Rum,6.0,1750.0,7.5,11.25,3.0,33.75,5.25,1.38
237,2021-04-06,CVS Pharmacy #8547 / Iowa City,Iowa City,JOHNSON,Gold Rum,6.0,1750.0,7.5,11.25,3.0,33.75,5.25,1.38
238,2020-10-21,Hy-Vee Food Store / Fort Madison,Fort Madison,LEE,Gold Rum,6.0,1750.0,7.5,11.25,3.0,33.75,5.25,1.38
239,2019-12-30,Hy-Vee Drugstore / Davenport,Davenport,SCOTT,Gold Rum,6.0,1750.0,15.0,22.5,3.0,67.5,5.25,1.38
240,2019-07-01,Cenex - Hampton,Hampton,FRANKLIN,Gold Rum,6.0,1750.0,15.0,22.5,3.0,67.5,5.25,1.38
241,2020-01-31,Fareway Stores #597 / Creston,Creston,UNION,Gold Rum,6.0,1750.0,7.5,11.25,3.0,35.28,5.25,1.38
242,2019-07-02,Hy-Vee Food Store / Sheldon,Sheldon,OBRIEN,Gold Rum,6.0,1750.0,7.84,11.76,3.0,35.28,5.25,1.38
243,2020-04-22,Super Saver Iv,Council Bluffs,POTTAWATTA,Coffee Liqueurs,6.0,1750.0,24.99,37.49,3.0,112.47,5.25,1.38
244,2018-09-10,Mcnally's Super Valu,Grinnell,POWESHIEK,Coffee Liqueurs,6.0,1750.0,24.99,37.49,3.0,112.47,5.25,1.38
245,2020-11-27,Hy-Vee Food Store / Marion,Marion,LINN,Single Malt Scotch,6.0,1750.0,21.93,32.9,3.0,98.7,5.25,1.38
246,2019-06-21,Hy-Vee Food Store #2 / Cedar Rapids,Cedar Rapids,LINN,Triple Sec,12.0,1000.0,2.33,3.5,6.0,21.0,6.0,1.58
247,2019-07-03,Hy-Vee Food Store / Fort Madison,Fort Madison,LEE,Triple Sec,12.0,1000.0,2.33,3.5,6.0,21.0,6.0,1.58
248,2020-04-24,Hy-Vee Food Store / Marion,Marion,LINN,Triple Sec,12.0,1000.0,3.0,4.5,6.0,27.0,6.0,1.58
249,2021-04-14,KUM & GO #292 / Ankeny,Ankeny,POLK,American Distilled Spirit Specialty,12.0,750.0,8.0,12.0,8.0,96.0,6.0,1.58
250,2018-09-25,Hy-Vee Food Store / Urbandale,Urbandale,POLK,Imported Distilled Spirit Specialty,6.0,1000.0,13.0,19.5,6.0,117.0,6.0,1.58
251,2019-08-09,Hy-Vee Food Store / Marion,Marion,LINN,Aged Dark Rum,12.0,1000.0,13.0,19.5,6.0,117.0,6.0,1.58
252,2019-06-11,Prime Mart #3 / Waterloo,Waterloo,BLACK HAWK,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
253,"2019-07-09,""Central City Liquor, Inc."",Des Moines,POLK,null,10,600,6.0,9.0,10,90.0,6.0,1.58",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2019-07-02,East Side Liquor & Grocery,Marshalltown,MARSHALL,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
255,2019-02-27,HY-VEE / PLEASANT HILL,Pleasant Hill,Polk,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
256,2019-08-12,Ambysure Inc / Clinton,Clinton,CLINTON,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
257,2019-02-06,Hy-Vee Wine & Spirits #2 / Davenport,Davenport,SCOTT,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
258,2019-07-08,Smokin' Joe's #1 Tobacco and Liquor Outlet,Davenport,SCOTT,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
259,2020-01-07,Depot Liquor & Grocery,Marshalltown,MARSHALL,Special Order Items,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
260,2019-06-27,Keystone Liquor and Wine,Coralville,JOHNSON,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
261,"2019-07-19,""Smoke Shop, The"",Des Moines,POLK,null,10,600,6.0,9.0,10,90.0,6.0,1.58",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2019-06-17,Jeff's Market / Blue Grass,Blue Grass,SCOTT,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
263,2019-06-25,Famous Liquors,Davenport,SCOTT,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
264,2020-01-06,Beecher Liquor / Dubuque,Dubuque,DUBUQUE,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
265,2019-08-13,Select Mart / Sioux City,Sioux City,WOODBURY,Unknown,10.0,600.0,6.0,9.0,10.0,90.0,6.0,1.58
266,2019-07-10,Benz Distributing,Cedar Rapids,LINN,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
267,2019-12-30,Hy-Vee Wine and Spirits / WDM,West Des Moines,POLK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
268,2019-06-28,Hy-Vee Food Store / Corning,Corning,Clayton,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
269,2019-05-22,MAD Ave Quik Shop,Ottumwa,WAPELLO,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
270,2020-02-11,Hy-Vee Food Store #2 / Waterloo,Waterloo,BLACK HAWK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
271,2019-06-20,Happy's Wine & Spirits,Cedar Falls,BLACK HAWK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
272,2020-02-03,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
273,2019-07-16,Hy-Vee Food Store #2 / Waterloo,Waterloo,BLACK HAWK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
274,2019-07-26,Fareway Stores #589 / Decorah,Decorah,WINNESHIEK,Straight Rye Whiskies,6.0,1000.0,21.0,31.5,6.0,189.0,6.0,1.58
275,2020-01-31,Tobacco Hut #14 / Council Bluffs,Council Bluffs,POTTAWATTA,Special Order Items,10.0,600.0,5.95,8.93,10.0,89.3,6.0,1.58
276,2019-12-31,Hy-Vee Food Store #2 / Iowa City,Iowa City,JOHNSON,Triple Sec,12.0,1000.0,2.42,3.63,6.0,21.78,6.0,1.58
277,2020-11-23,Hy-Vee Drugstore / Davenport,Davenport,SCOTT,Triple Sec,12.0,1000.0,2.42,3.63,6.0,21.78,6.0,1.58
278,2019-12-30,Hy-Vee Food Store / Cherokee,Cherokee,CHEROKEE,Triple Sec,12.0,1000.0,2.42,3.63,6.0,21.78,6.0,1.58
279,2019-06-11,Hy-Vee Wine and Spirits / Lemars,Lemars,Plymouth,Single Malt Scotch,12.0,750.0,24.48,36.72,8.0,293.76,6.0,1.58
280,2017-10-31,Wal-Mart 2716 / Cedar Rapids,Cedar Rapids,LINN,Holiday VAP,6.0,750.0,15.07,22.61,8.0,135.66,6.0,1.58
281,2019-06-19,Hy-Vee Drugstore / Ottumwa,Ottumwa,WAPELLO,Straight Rye Whiskies,12.0,1000.0,19.99,29.99,6.0,179.94,6.0,1.58
282,2019-07-31,Sonny's Super Market / West Point,West Point,LEE,Coffee Liqueurs,12.0,1000.0,15.15,22.73,6.0,134.94,6.0,1.58
283,2019-07-31,Speedy Gas N Shop,Council Bluffs,POTTAWATTA,Gold Rum,12.0,500.0,5.54,8.31,12.0,99.72,6.0,1.58
284,2019-02-27,Fareway Stores #648 / Ottumwa,Ottumwa,WAPELLO,Special Order Items,12.0,750.0,12.98,19.47,8.0,155.76,6.0,1.58
285,2019-07-25,Hy-Vee Wine & Spirits #1 / MLK,Des Moines,POLK,Coffee Liqueurs,12.0,1000.0,8.39,12.59,6.0,75.54,6.0,1.58
286,2021-04-05,Hy-Vee #3 / BDI / Des Moines,Des Moines,POLK,Special Order Items,3.0,750.0,95.0,142.5,9.0,1282.5,6.75,1.78
287,2014-06-04,Eagle Country Market / Dubuque,DUBUQUE,Dubuque,BLACKBERRY BRANDIES,12.0,750.0,4.5,6.74,9.0,60.66,6.75,1.78
288,2014-06-18,Hy-Vee Mainstreet,SIOUX CITY,Woodbury,TRIPLE SEC,12.0,750.0,3.33,4.99,9.0,44.91,6.75,1.78
289,2014-01-21,FAREWAY STORES #058 / ORANGE CITY,ORANGE CITY,Sioux,CREME DE ALMOND,12.0,750.0,4.65,6.97,9.0,62.73,6.75,1.78
290,2015-10-22,Wal-Mart 2889 / Clinton,CLINTON,Clinton,Unknown,12.0,750.0,4.46,6.69,9.0,60.21,6.75,1.78
291,2014-05-20,Hy-Vee Food Store / Spencer,SPENCER,Clay,BLACKBERRY BRANDIES,6.0,1750.0,11.29,16.94,4.0,67.76,7.0,1.85
292,2019-08-02,Hy-Vee Food Store / Lamoni,Lamoni,DECATUR,Gold Rum,6.0,1750.0,7.84,11.76,4.0,47.04,7.0,1.84
293,2014-05-21,Hy-Vee Food Store #4 / Sioux City,SIOUX CITY,Woodbury,AMERICAN AMARETTO,6.0,1750.0,8.07,12.11,4.0,48.44,7.0,1.85
294,2015-05-11,Quillins Quality Foods Monona,MONONA,Clayton,100 PROOF VODKA,6.0,1750.0,7.47,11.21,4.0,44.84,7.0,1.85
295,2017-07-24,Hy-Vee Food Store #2 / Cedar Rapids,Cedar Rapids,LINN,Gold Rum,12.0,750.0,4.0,6.0,10.0,60.0,7.5,1.98
296,2021-04-07,Central City 2,Des Moines,POLK,Imported Distilled Spirit Specialty,20.0,375.0,3.0,4.5,20.0,90.0,7.5,1.98
297,2018-07-03,Hy-Vee Wine & Spirits #2 / Davenport,Davenport,SCOTT,American Cordials & Liqueurs,12.0,750.0,4.5,6.75,10.0,67.5,7.5,1.98
298,2013-10-30,Hy-Vee #5 / Davenport,DAVENPORT,Scott,DECANTERS & SPECIALTY PACKAGES,1.0,750.0,137.13,206.07,10.0,2060.7,7.5,1.98
299,2018-09-13,Happy's Wine & Spirits,Cedar Falls,BLACK HAWK,Imported Distilled Spirit Specialty,20.0,375.0,3.85,5.78,20.0,115.6,7.5,1.98
300,2012-01-19,Mmdg Spirits / Ames,AMES,Story,GRAPE SCHNAPPS,12.0,1000.0,7.35,11.02,8.0,88.16,8.0,2.11
301,2013-01-24,Mmdg Spirits / Ames,AMES,Story,AMERICAN AMARETTO,12.0,1000.0,4.04,6.06,8.0,48.48,8.0,2.11
302,2014-12-19,T-N-T Liquor,SIGOURNEY,Keokuk,AMERICAN AMARETTO,12.0,1000.0,4.05,6.08,8.0,48.64,8.0,2.11
303,2015-01-21,Mmdg Spirits / Ames,AMES,Story,MISCELLANEOUS SCHNAPPS,12.0,1000.0,7.62,11.43,10.0,114.3,10.0,2.64
304,2020-10-26,Wal-Mart 2935 / Knoxville,Knoxville,MARION,Temporary &  Specialty Packages,6.0,750.0,12.5,18.75,18.0,337.5,13.5,3.56
305,2013-10-11,Quillins Food Ranch / Waukon,WAUKON,Allamakee,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,12.5,18.75,18.0,337.5,13.5,3.57
306,2019-06-27,Wal-Mart 2764 / Altoona,Altoona,POLK,Aged Dark Rum,6.0,750.0,18.5,27.75,18.0,499.5,13.5,3.56
307,2019-06-28,Wal-Mart 3150 / Council Bluffs,Council Bluffs,POTTAWATTA,Aged Dark Rum,6.0,750.0,18.5,27.75,18.0,499.5,13.5,3.56
308,2019-07-05,S&B Farmstead Distillery,Bancroft,KOSSUTH,American Distilled Spirit Specialty,6.0,750.0,12.0,18.0,18.0,324.0,13.5,3.56
309,2014-11-05,Hy-Vee Wine and Spirits / Pella,PELLA,Marion,SINGLE MALT SCOTCH,6.0,750.0,15.0,22.5,18.0,405.0,13.5,3.57
310,2017-12-15,Mississippi River Distillery,Leclaire,Scott,American Distilled Spirit Specialty,12.0,375.0,9.0,13.5,36.0,486.0,13.5,3.57
311,2019-08-12,Catfish Charlie's,Dubuque,DUBUQUE,Coffee Liqueurs,12.0,375.0,9.0,13.5,36.0,486.0,13.5,3.56
312,2012-10-11,LIQUOR AND GROCERY DEPOT,MARSHALLTOWN,Marshall,DECANTERS & SPECIALTY PACKAGES,6.0,750.0,14.5,21.75,18.0,391.5,13.5,3.57
313,2021-04-21,Fareway Stores #909 / Ankeny,Ankeny,POLK,Single Barrel Bourbon Whiskies,6.0,750.0,37.33,56.0,18.0,1008.0,13.5,3.56
314,"2020-12-04,""Green Frog Distillery, LLC"",Keokuk,LEE,Corn Whiskies,6,750,17.5,26.25,18,472.5,13.5,3.56",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2020-10-23,CVS Pharmacy #10032 / Marion,Marion,LINN,Temporary &  Specialty Packages,6.0,750.0,10.5,15.75,18.0,283.5,13.5,3.56
316,2021-04-28,Hy-Vee Food Store #2 / Council Bluffs,Council Bluffs,POTTAWATTA,Neutral Grain Spirits Flavored,6.0,750.0,10.0,15.0,18.0,270.0,13.5,3.56
317,2020-02-06,HY-VEE / PLEASANT HILL,Pleasant Hill,Polk,Neutral Grain Spirits Flavored,6.0,750.0,10.0,15.0,18.0,270.0,13.5,3.56
318,2019-02-07,Hy-Vee Food Store / Urbandale,Urbandale,POLK,American Distilled Spirit Specialty,6.0,750.0,20.0,30.0,18.0,540.0,13.5,3.56
319,2021-04-26,Benz Distributing,Cedar Rapids,LINN,Single Barrel Bourbon Whiskies,6.0,750.0,22.5,33.75,18.0,607.5,13.5,3.56
320,2020-02-06,Northside Liquor,Mason City,CERRO GORD,Special Order Items,6.0,750.0,30.64,45.96,18.0,827.28,13.5,3.56
321,2019-05-29,Sam's Club 6344 / Windsor Heights,Windsor Heights,Polk,Straight Rye Whiskies,6.0,750.0,22.75,34.13,18.0,614.34,13.5,3.56
322,"2013-08-29,""Central City Liquor, Inc."",DES MOINES,Polk,SINGLE MALT SCOTCH,6,750,20.75,31.13,18,560.34,13.5,3.57",Unknown,Unknown,UNKNOWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2013-02-28,Schnucks / Bettendorf,BETTENDORF,Iowa,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
324,2013-02-14,Central City 2,DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
325,2012-10-01,Hy-Vee Food Store / Cherokee,CHEROKEE,Cherokee,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
326,2012-12-24,Hy-Vee Food Store / Clarinda,CLARINDA,Page,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
327,2013-08-21,Walgreens #10985 / Coralville,CORALVILLE,Johnson,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
328,2013-06-25,Sid's Beverage Shop,DUBUQUE,Dubuque,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
329,2012-11-15,Wal-Mart 1723 / Des Moines,DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
330,2012-10-01,Keystone Liquor and Wine / Coralvill,CORALVILLE,Johnson,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
331,2012-10-10,KUM & GO #46 / WALNUT,WALNUT,Pottawattamie,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
332,2013-06-04,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,Polk,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
333,2013-05-21,Okoboji Avenue Liquor,MILFORD,Dickinson,STRAIGHT RYE WHISKIES,6.0,750.0,18.08,27.13,18.0,488.34,13.5,3.57
334,2013-04-18,Hy-Vee Food Store / Davenport,DAVENPORT,Scott,DISTILLED SPIRITS SPECIALTY,6.0,750.0,10.42,15.63,18.0,281.34,13.5,3.57
