store_number,store_name,zip_code,address,store_location,etl_date
4789,KATY DID'S GENERAL STORE,50044,419 MERRILL ST,POINT(-92.886643 41.204759),2025-02-25T12:40:58.468704
4790,MEDIAPOLIS FAST BREAK,524050,"109, WAPELLO ST",POINT(-91.170760976 41.007487979),2025-02-25T12:40:58.468704
4791,WALGREENS #05470 / SIOUX CITY,511060,4650 MORNINGSIDE AVE,POINT(-96.3471 42.47041),2025-02-25T12:40:58.468704
4792,CASEY'S GENERAL STORE #2899 / DE SOTO,500690,1100 GREENE ST,POINT(-94.01328 41.53687),2025-02-25T12:40:58.468704
4793,FORT MADISON FAST BREAK,526270,5002 AVENUE O,POINT(-91.377328034 40.623500003),2025-02-25T12:40:58.468704
4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,526010,110 S ROOSEVELT HWY 61,POINT(-91.141203 40.809437),2025-02-25T12:40:58.468704
4795,WALGREENS #00359 / DES MOINES,50317,2545 E EUCLID AVE,POINT(-93.568819 41.627703),2025-02-25T12:40:58.468704
4796,WALGREENS #04714 / DES MOINES,50321,4555 FLEUR DR,POINT(-93.644941 41.542957),2025-02-25T12:40:58.468704
4797,WALGREENS #05362 / DES MOINES,503160,1330 E UNIVERSITY AVE,POINT(-93.601331 41.600612),2025-02-25T12:40:58.468704
4798,WALGREENS #05721 / DES MOINES,50320,3140 SE 14TH ST,POINT(-93.596914 41.555952),2025-02-25T12:40:58.468704
4799,WALGREENS #05777 / DES MOINES,50317,2930 E UNIVERSITY AVE,POINT(-93.559285 41.600575),2025-02-25T12:40:58.468704
4800,WALGREENS #07968 / DES MOINES,50320,6200 SE 14TH ST,POINT(-93.596871 41.528203),2025-02-25T12:40:58.468704
4801,WALGREENS #05852 / DES MOINES,50311,3030 UNIVERSITY AVE,POINT(-93.658747 41.60037),2025-02-25T12:40:58.468704
4802,WALGREENS #07452 / DES MOINES,50310,4415 DOUGLAS AVE,POINT(-93.678747 41.62949),2025-02-25T12:40:58.468704
4803,WALGREENS #07453 / DES MOINES,50313,104 E EUCLID AVE,POINT(-93.617218 41.627683),2025-02-25T12:40:58.468704
4804,WALGREENS #07833 / DES MOINES,503120,3501 INGERSOLL AVE,POINT(-93.66475 41.58662),2025-02-25T12:40:58.468704
4805,LIQUOR TOBACCO & GROCERY / FORT DODGE,505010,902 1ST AVE N,POINT(-94.186138 42.506332),2025-02-25T12:40:58.468704
4806,GIRI'S LIQUOR STORE / WEST LIBERTY,52776,"1006, N COLUMBUS ST",POINT(-91.260581 41.578585),2025-02-25T12:40:58.468704
4807,WILLIAMSBURG FOODS,52361,"103, W WALNUT ST",POINT(-92.007391 41.662819),2025-02-25T12:40:58.468704
4808,CB QUICK STOP / COUNCIL BLUFFS,515010,"3500, AVE A",POINT(-95.90271 41.26282),2025-02-25T12:40:58.468704
4809,ABBY LEA'S,50658,"123, MADISON ST",POINT(-92.537141 42.951721),2025-02-25T12:40:58.468704
4810,KUM & GO #518 / ANKENY,500210,3603 NE OTTERVIEW CIRCLE,POINT(-93.572458 41.760989),2025-02-25T12:40:58.468704
4811,CASEY'S GENERAL STORE #1327 / LOVILIA,501500,1807 HWY 5 S,POINT(-92.906673 41.135611),2025-02-25T12:40:58.468704
4812,LIQUOR BEER & TOBACCO OUTLET / CHARL,50616,1908 CLARK ST,POINT(-92.661881 43.059134),2025-02-25T12:40:58.468704
4813,USA FOOD AND GAS / GRAND MOUND,52751,"2293, HWY 30",POINT(-90.646331 41.828025),2025-02-25T12:40:58.468704
4814,"BYRON SUPERMARKET, INC.",50702,306 BYRON AVE,POINT(-92.353141 42.480288),2025-02-25T12:40:58.468704
4815,ROCSTOP,51601,1310 W SHERIDAN AVE,POINT(-95.38464 40.765869),2025-02-25T12:40:58.468704
4816,CASEY'S GENERAL STORE #3232 / SHENAN,51601,1303 W SHERIDAN AVE,POINT(-95.383909 40.765871),2025-02-25T12:40:58.468704
4817,CASEY'S GENERAL STORE #3217 / KNOXVILLE,50138,"1201, E MAIN ST",POINT(-93.08616 41.31897),2025-02-25T12:40:58.468704
4818,DECORAH MART,521010,"303, COLLEGE DR",POINT(-91.7973750419999 43.3075110020001),2025-02-25T12:40:58.468704
4819,SUPER STOP 2 / ALTOONA,50009,2635 ADVENTURELAND DR,POINT(-93.494642 41.65854),2025-02-25T12:40:58.468704
4820,LIL' CHUBS CORNER STOP,51240,712 S OAK ST,POINT(-96.430827 43.30226),2025-02-25T12:40:58.468704
4821,CASEY'S GENERAL STORE #3215 / OSKALOOSA,525770,901 S MARKET ST,POINT(-92.64554896 41.287756987),2025-02-25T12:40:58.468704
4822,CASEY'S GENERAL STORE #3214 / OSKALO,52577,413 A AVE W,POINT(-92.648951 41.296226),2025-02-25T12:40:58.468704
4823,CASEY'S GENERAL STORE #3223 / CRESTON,508010,903 N SUMNER AVE,POINT(-94.372135016 41.066929),2025-02-25T12:40:58.468704
4824,CASEY'S GENERAL STORE #3852 / CRESTON,508010,107 W TAYLOR ST,POINT(-94.362115 41.049213),2025-02-25T12:40:58.468704
4825,CASEY'S GENERAL STORE #3212 / OSCEOLA,502130,100 W MCLANE ST,POINT(-93.76614303 41.030356996),2025-02-25T12:40:58.468704
4826,CASEY'S GENERAL STORE #3226 / ALBIA,52531,204 S MAIN ST,POINT(-92.807086 41.025034),2025-02-25T12:40:58.468704
4827,SAUCE,52240,108 E COLLEGE ST,POINT(-91.533522 41.658979),2025-02-25T12:40:58.468704
4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,501580,916 E MAIN ST,POINT(-92.896473 42.049238),2025-02-25T12:40:58.468704
4829,CENTRAL CITY 2,503140,1501 MICHIGAN AVE,POINT(-93.61374 41.605828),2025-02-25T12:40:58.468704
4830,JCL STORE,503250,"7600, UNIVERSITY AVE",POINT(-93.721659 41.600394),2025-02-25T12:40:58.468704
4831,L & M GAS & GROCERY / BOONE,500360,"320, W MAMIE EISENHOWER AVE",POINT(-93.896853027 42.059069985),2025-02-25T12:40:58.468704
4832,CASEY'S GENERAL STORE #2491 / CLARIN,51632,1107 S 16 ST,POINT(-95.03782 40.727464),2025-02-25T12:40:58.468704
4833,CRAZY MARY'S LICKER,50174,1804 135TH AVE,POINT(-93.946973 41.036567),2025-02-25T12:40:58.468704
4834,MUSCATINE FAST BREAK,52761,2603 SECOND AVE,POINT(-91.034915 41.451884),2025-02-25T12:40:58.468704
4835,POINT LIQUOR & TOBACCO,52402,4107 CENTER POINT RD NE,POINT(-91.665196 42.02088),2025-02-25T12:40:58.468704
4836,KUM & GO #52 / IOWA CITY,52240,25 W BURLINGTON ST,POINT(-91.537252 41.657904),2025-02-25T12:40:58.468704
4837,KUM & GO #51 / IOWA CITY,522400,323 E BURLINGTON ST,POINT(-91.530633 41.657837),2025-02-25T12:40:58.468704
4838,CASEY'S GENERAL STORE #2448 / OGDEN,502120,"102, W VETERANS DR",POINT(-94.028392 42.03201),2025-02-25T12:40:58.468704
4839,DS SERVICES LLC,50459,87 8TH ST N,POINT(-93.220898 43.444481),2025-02-25T12:40:58.468704
4840,INDEPENDENCE AVE LIQUOR & FOOD / WATERLOO,50707,1761 INDEPENDENCE AVE,POINT(-92.302514 42.498404),2025-02-25T12:40:58.468704
4841,COZY MART,52804,2920 W LOCUST ST,POINT(-90.619947 41.538161),2025-02-25T12:40:58.468704
4843,STEWART ROAD FAST BREAK,527610,2418 STEWART RD,POINT(-91.072733 41.390826),2025-02-25T12:40:58.468704
4844,IOWA CITY FAST BREAK,522400,"2580, NAPLES AVE",POINT(-91.571064 41.632792),2025-02-25T12:40:58.468704
4845,3RD ST CONVENIENCE,52401,"216, 3RD ST SE",POINT(-91.666081 41.977896),2025-02-25T12:40:58.468704
4846,CASEY'S GENERAL STORE #2697 / ONAWA,51040,"706, 10TH ST",POINT(-96.097205 42.030357),2025-02-25T12:40:58.468704
4847,SLAGLE FOODS LECLAIRE,52753,1301 EAGLE RIDGE RD,POINT(-90.359813 41.587349),2025-02-25T12:40:58.468704
4848,KUM & GO #246 / WINTERSET,502730,111 E JEFFERSON ST,POINT(-94.012581964 41.335687014),2025-02-25T12:40:58.468704
4849,C FRESH MARKET,503140,801 UNIVERSITY AVE,POINT(-93.628239014 41.60127801),2025-02-25T12:40:58.468704
4850,BIG 10 MART,52402,4141 CENTERPOINT RD NE,POINT(-91.665352 42.021302),2025-02-25T12:40:58.468704
4851,SOUTHSIDE LIQUOR & TOBACCO OUTLET /,52404,3200 16TH AVE SW,POINT(-91.714299 41.963507),2025-02-25T12:40:58.468704
4852,KUM & GO #520 / CEDAR RAPIDS,524040,2604 16TH AVE,POINT(-91.707034 41.963064),2025-02-25T12:40:58.468704
4853,KUM & GO #62 / JOHNSTON,50131,6130 NW 86TH ST,POINT(-93.736532 41.671801),2025-02-25T12:40:58.468704
4854,CASEY'S GENERAL STORE #3029 / ARMSTRONG,505140,"307, S 4TH AVE",POINT(-94.483108 43.39274),2025-02-25T12:40:58.468704
4855,CASEY'S GENERAL STORE #3200 / STRAWBERRY POINT,520760,"308, W MISSION",POINT(-91.53990896 42.684228994),2025-02-25T12:40:58.468704
4856,BROTHERS MARKET / LISBON,522530,930 COMMERCIAL ST,POINT(-91.401062 41.918663),2025-02-25T12:40:58.468704
4857,WESTLAND FAST BREAK,52655,1108 W AGENCY RD,POINT(-91.16964 40.81234),2025-02-25T12:40:58.468704
4858,HWY 34 TRUCKSTOP,52655,4305 W MT PLEASANT,POINT(-91.208324 40.82658),2025-02-25T12:40:58.468704
4859,CIRCLE K #4706604 / BURLINGTON,526010,421 N MAIN ST,POINT(-91.101093 40.811112),2025-02-25T12:40:58.468704
4860,JIMS FOODS,52404,812 6TH ST SW,POINT(-91.677073 41.968016),2025-02-25T12:40:58.468704
4861,THE STATION / CEDAR RAPIDS,524040,3645 STONE CREEK CIRCLE SW,POINT(-91.747514 41.943626),2025-02-25T12:40:58.468704
4862,PRONTO MARKET / KINGSLEY,51028,101 MAIN ST,POINT(-95.967322 42.587074),2025-02-25T12:40:58.468704
4864,CLINTON LIQUOR & CONVENIENCE STORE,52733,1641 S BLUFF BLVD,POINT(-90.225022 41.833351),2025-02-25T12:40:58.468704
4865,ROLFE AREA MARKET,50581,412 GARFIELD ST,POINT(-94.527889 42.814369),2025-02-25T12:40:58.468704
4866,TOBACCO HUT #18 / COUNCIL BLUFFS,515010,429 VETERANS MEMORIAL,POINT(-95.85186 41.21919),2025-02-25T12:40:58.468704
4867,SPEEDY GAS N SHOP,515010,430 S 35TH ST,POINT(-95.902379014 41.257586997),2025-02-25T12:40:58.468704
4868,KUM & GO #59 / WAUKEE,502630,400 PRAIRIE BLUFF DR,POINT(-93.879727961 41.565167011),2025-02-25T12:40:58.468704
4869,LINDSANATOR'S,52052,415 S HWY 52,POINT(-91.100476 42.782533),2025-02-25T12:40:58.468704
4870,TOBACCO 4 LESS / BETTENDORF,52722,1032 STATE ST,POINT(-90.518562 41.5251),2025-02-25T12:40:58.468704
4871,DONAHUE'S ONE STOP,52146,125 W JEFFERSON AVE,POINT(-91.155186 43.203808),2025-02-25T12:40:58.468704
4872,CASEY'S GENERAL STORE #2644 / EARLHAM,500720,975 N CHESTNUT AVE,POINT(-94.123155646 41.499549425),2025-02-25T12:40:58.468704
4873,CASEY'S GENERAL STORE #2559 / GRANGER,501090,"1802, SYCAMORE ST",POINT(-93.825035958 41.758768019),2025-02-25T12:40:58.468704
4874,Z'S QUICKBREAK,52641,"201, E WASHINGTON ST",POINT(-91.551598 40.965272),2025-02-25T12:40:58.468704
4875,BANI'S,50613,"307, MAIN ST",POINT(-92.445477 42.535592),2025-02-25T12:40:58.468704
4876,QUICK MART / HIAWATHA,52233,"655, ROBBINS RD",POINT(-91.672525002 42.044387992),2025-02-25T12:40:58.468704
4877,WORLD LIQUOR & TOBACCO,50325,1775 NW 86TH ST,POINT(-93.736232 41.607853),2025-02-25T12:40:58.468704
4878,SHORTEE'S PIT STOP,51245,"215, S RERICK AVE",POINT(-95.624301 43.085223),2025-02-25T12:40:58.468704
4879,SAM'S MINI MART / MORNINGSIDE AVE SIOUX CITY,511060,4218 MORNINGSIDE AVE,POINT(-96.352851 42.47063),2025-02-25T12:40:58.468704
4880,CASEY'S GENERAL STORE #1567 / ANITA,500200,912 MAIN ST,POINT(-94.767946 41.44353),2025-02-25T12:40:58.468704
4881,SPERRY ONE STOP SHOP LLC,50058,516 HWY 141,POINT(-94.678374 41.865913),2025-02-25T12:40:58.468704
4882,CASEY'S GENERAL STORE #3026 / ST CHARLES,502400,209 E MAIN ST,POINT(-93.80392 41.28843),2025-02-25T12:40:58.468704
4883,K & L FOODS,52591,"118, S MAIN ST",POINT(-92.205098 41.332944),2025-02-25T12:40:58.468704
4884,TOBACCO HUT #11 / SIOUX CITY,511060,"4523, MORNINGSIDE AVE",POINT(-96.348655008 42.470738987),2025-02-25T12:40:58.468704
4885,SNK GAS & FOOD LLC,520790,"18820, BELLEVUE CASCADE RD",POINT(-90.676817 42.240381),2025-02-25T12:40:58.468704
4886,YR DOLLAR STOP,52402,1500 1ST AVE NE,POINT(-91.652082 41.988229),2025-02-25T12:40:58.468704
4887,KUM & GO #66 / WEST DES MOINES,502660,5308 UNIVERSITY AVE,POINT(-93.778685 41.60046),2025-02-25T12:40:58.468704
4888,CIRCLE S BLUFF STOP,510540,302 1ST ST,POINT(-96.36138 42.40033),2025-02-25T12:40:58.468704
4889,FAST TRIP / DES MOINES,50315,1516 SE  1ST ST,POINT(-93.613469 41.575929),2025-02-25T12:40:58.468704
4890,CASEY'S GENERAL STORE #3210 / URBANDALE,503230,4400 128TH ST,,2025-02-25T12:40:58.468704
4891,SCHOTTSY'S LIQUOR,512490,109 5TH ST,POINT(-95.76008 43.403935),2025-02-25T12:40:58.468704
4892,SARA MINI MART,52802,1026 W RIVER DR,POINT(-90.588375 41.520158),2025-02-25T12:40:58.468704
4893,CASEY'S GENERAL STORE #3098 / WDM,502650,105 GRAND AVE,POINT(-93.70376 41.58271),2025-02-25T12:40:58.468704
4894,DISCOUNT TOBACCO AND MORE / DAVENPOR,52802,828 W RIVER DR,POINT(-90.585656 41.520238),2025-02-25T12:40:58.468704
4895,BIG DISCOUNT LIQUOR,524020,5427 CENTER POINT RD NE,POINT(-91.668086 42.03348),2025-02-25T12:40:58.468704
4896,BARRYS MINI MART,521460,"403, CHESTNUT ST",POINT(-91.152496976 43.200775009),2025-02-25T12:40:58.468704
4897,GASLAND #102 / BURLINGTON,52601,1703 MT PLEASANT ST,POINT(-91.121931 40.819885),2025-02-25T12:40:58.468704
4898,BURLINGTON SHELL,526010,130 S ROOSEVELT AVE,POINT(-91.140986 40.808239),2025-02-25T12:40:58.468704
4899,GRAETTINGER MARKET,513420,"124, W ROBINS ST",POINT(-94.751716962 43.237535983),2025-02-25T12:40:58.468704
4900,KWIK STOP 4 / WATERLOO,507030,515 BROADWAY ST,POINT(-92.345106 42.510792),2025-02-25T12:40:58.468704
4901,FAREWAY STORES #137 / POLK CITY,50226,1101 S 5TH ST,POINT(-93.719323 41.763876),2025-02-25T12:40:58.468704
4902,BROADWAY LIQUOR,507030,821 BROADWAY ST,POINT(-92.34514 42.51372),2025-02-25T12:40:58.468704
4903,HONEY CREEK RESORT STATE PARK,52571,12633 RESORT DR,POINT(-92.918723 40.87046),2025-02-25T12:40:58.468704
4904,LARCHWOOD QUICK STOP,512410,832 BROADWAY ST,POINT(-96.43415 43.45255),2025-02-25T12:40:58.468704
4905,SOUTH SIDE GROCERY,50579,"319, COURT ST",POINT(-94.632453 42.394636),2025-02-25T12:40:58.468704
4906,SMOKE.N.PIPE,52404,3221 FIRST AVE SE,POINT(-91.63496 42.010532),2025-02-25T12:40:58.468704
4907,PRIME MART / CEDAR FALLS,50613,2323 MAIN ST,POINT(-92.44586 42.51621),2025-02-25T12:40:58.468704
4908,ZAPF'S PRONTO MARKET,52043,107 1ST ST SW,POINT(-91.405293 42.85389),2025-02-25T12:40:58.468704
4909,PUMP N PAK ROCK VALLEY,512470,1004 MAIN ST,POINT(-96.294824 43.200164),2025-02-25T12:40:58.468704
4910,PRIME MART #3 / WATERLOO,507020,1008 LAPORTE RD,POINT(-92.322988 42.47658),2025-02-25T12:40:58.468704
4911,CASEY'S GENERAL STORE #1061 / PRINCETON,527680,500 HWY 67 N,POINT(-90.340914 41.677287),2025-02-25T12:40:58.468704
4912,CASEY'S GENERAL STORE #2531 / ELDRIDGE,527480,"840, E LE CLAIRE RD",POINT(-90.57254 41.6547),2025-02-25T12:40:58.468704
4914,PRIME MART / CENTER ST,50613,2728 CENTER ST,POINT(-92.455972 42.561054),2025-02-25T12:40:58.468704
4915,CASEY'S GENERAL STORE #2429 / BETTENDORF,52722,"3902, STATE ST",POINT(-90.47862 41.53061),2025-02-25T12:40:58.468704
4916,PEREZ GROCERY,52501,505 E VINE AVE,POINT(-92.418262 41.004877),2025-02-25T12:40:58.468704
4917,KUM & GO #115 / PERRY,50220,1115 IA HWY 141,POINT(-94.10386 41.830334),2025-02-25T12:40:58.468704
4918,NORTHWEST PETROLEUM,50588,6087 HWY 110 S,POINT(-95.239503 42.634223),2025-02-25T12:40:58.468704
4919,KUM & GO #4084 / ALTOONA,50009,101 8TH ST SW,POINT(-93.464905 41.64404),2025-02-25T12:40:58.468704
4920,KUM & GO #129 / JOHNSTON,50131,5225 NW 86TH ST,POINT(-93.736395 41.655804),2025-02-25T12:40:58.468704
4921,MARKET EXPRESS,524040,5340 16TH AVE SW,POINT(-91.739906 41.963888),2025-02-25T12:40:58.468704
4922,VINOS Y LICORES EL AGUAJE,50158,101 W MAIN ST,POINT(-92.914802 42.049174),2025-02-25T12:40:58.468704
4923,CASEY'S GENERAL STORE #2270 / AURELI,51005,"100, PEARL ST",POINT(-95.437639 42.712097),2025-02-25T12:40:58.468704
4924,ABBY LEA'S,50658,"2757, CHARLES CITY RD",POINT(-92.547524 42.959023),2025-02-25T12:40:58.468704
4925,KUM & GO #574 / URBANDALE,50266,8600 MEREDITH DR,POINT(-93.883184 41.643849),2025-02-25T12:40:58.468704
4926,GS SUPER STOP,50322,4923 MERLE HAY RD,POINT(-93.697356 41.649339),2025-02-25T12:40:58.468704
4927,KUM & GO #576 / WEST DES MOINES,50265,3501 EP TRUE PKWY,POINT(-93.752572 41.570151),2025-02-25T12:40:58.468704
4928,SHOP N SAVE / 6TH AVE,50314,1829 6TH AVE,POINT(-93.625814 41.611018),2025-02-25T12:40:58.468704
4929,CASEY'S GENERAL STORE #1680 / ADEL,50003,816 GREENE ST,POINT(-94.01845 41.61438),2025-02-25T12:40:58.468704
4930,CASEY'S GENERAL STORE #3251 / BOONE,500360,1303 SE MARSHALL ST,POINT(-93.873131989 42.035412985),2025-02-25T12:40:58.468704
4931,HUDSON GAS MART,50643,230 WATERLOO RD,POINT(-92.45223 42.408221),2025-02-25T12:40:58.468704
4932,B AND B WEST,50613,3105 HUDSON RD,POINT(-92.46582 42.50923),2025-02-25T12:40:58.468704
4933,RIVER MART,52601,2107 AGENCY ST,POINT(-91.129659 40.814541),2025-02-25T12:40:58.468704
4934,CASEY'S GENERAL STORE #2811 / SPRINGVILLE,523360,605 6TH ST S,POINT(-91.443745 42.050954),2025-02-25T12:40:58.468704
4935,ALI'S LIQUOR,50703,1117 E 4TH ST,POINT(-92.332774 42.507683),2025-02-25T12:40:58.468704
4936,PICKLE BARREL MARKET,51575,2 N  EYBERG ST,POINT(-95.61301 41.232917),2025-02-25T12:40:58.468704
4937,ROCSTOP,516010,1310 W SHERIDAN AVE,POINT(-95.38464 40.765869),2025-02-25T12:40:58.468704
4938,PRONTO MARKET,50641,201 S MAIN ST,POINT(-91.90554 42.61533),2025-02-25T12:40:58.468704
4939,URBAN LIQUOR,50322,6401 DOUGLAS AVE   STE 1,POINT(-93.705732 41.629411),2025-02-25T12:40:58.468704
4940,CAMBRIDGE COUNTRY STORE,50046,301 WATER ST,POINT(-93.529231 41.899481),2025-02-25T12:40:58.468704
4941,KUM & GO #170 / URBANDALE,503220,6990 DOUGLAS AVE,POINT(-93.711711119 41.629104797),2025-02-25T12:40:58.468704
4942,EAST VILLAGE PANTRY,503090,333 E GRAND AVE,POINT(-93.61339 41.590275),2025-02-25T12:40:58.468704
4943,ELDON KWIK SHOP,52554,"205, 4TH ST",POINT(-92.222591 40.917809),2025-02-25T12:40:58.468704
4944,JIFFY EXPRESS / MARTENSDALE,501600,"290, HWY 28",POINT(-93.737459 41.373366),2025-02-25T12:40:58.468704
4945,OSAGE LIQUORS,50461,"508, MAIN ST",POINT(-92.814028 43.284116),2025-02-25T12:40:58.468704
4946,BYRON SUPERMARKET,50702,306 BYRON AVE,POINT(-92.353141 42.480288),2025-02-25T12:40:58.468704
4947,THE MUSIC STATION,506470,1420 W FIRST ST,POINT(-92.462826 42.537839),2025-02-25T12:40:58.468704
4948,WHEATLAND DAY BREAK,52777,102 W HWY 30,POINT(-90.841518 41.82906),2025-02-25T12:40:58.468704
4949,RIVER DRIVE SMOKE SHOP,528020,"828, W RIVER DR",POINT(-90.585717964 41.520413012),2025-02-25T12:40:58.468704
4950,KUM & GO #514 / CEDAR RAPIDS,524030,1420 MT VERNON RD,POINT(-91.651424 41.97769),2025-02-25T12:40:58.468704
4951,NEW STAR MART (AMOCO),52402,4141 CENTER POINT RD NE,POINT(-91.665352 42.021302),2025-02-25T12:40:58.468704
4952,SUB EXPRESS & GAS,52804,4307 W LOCUST ST,POINT(-90.637353 41.538148),2025-02-25T12:40:58.468704
4953,TRI STOP,522540,302 HWY 136,POINT(-90.817528 41.967498),2025-02-25T12:40:58.468704
4954,CASEY'S GENERAL STORE #3244 / URBAND,50322,"3750, 111TH ST",POINT(-93.771388 41.628674),2025-02-25T12:40:58.468704
4955,CENEX AMPRIDE,50401,504 1ST ST SW,POINT(-93.20893 43.15094),2025-02-25T12:40:58.468704
4956,THE COOLER,524050,"4920, JOHNSON AVE NW",POINT(-91.734525101 41.9683301410001),2025-02-25T12:40:58.468704
4957,KIMMES WALL LAKE COUNTRY STORE,51466,129 CENTER ST,POINT(-95.090639 42.271309),2025-02-25T12:40:58.468704
4958,FIVE CORNERS LIQUOR & WINE,50613,809 E 18TH ST,POINT(-92.436845 42.5214),2025-02-25T12:40:58.468704
4959,BANI'S,506130,2128 COLLEGE ST,POINT(-92.455801 42.518018),2025-02-25T12:40:58.468704
4960,AJ'S LIQUOR III,50010,2401 A CHAMBERLAIN ST,POINT(-93.648959 42.021456),2025-02-25T12:40:58.468704
4961,KWIK STOP / CEDAR CROSS,52003,1200 CEDAR CROSS RD,POINT(-90.704989 42.475422),2025-02-25T12:40:58.468704
4962,HILLTOP GROCERY,52803,1312 HARRISON ST,POINT(-90.57723 41.53338),2025-02-25T12:40:58.468704
4963,JEFF'S MARKET / DURANT,52747,"408, 6TH AVE",POINT(-90.911744 41.600606),2025-02-25T12:40:58.468704
4964,JEFF'S MARKET / WILTON,52778,101 E 4TH ST,POINT(-91.016579 41.58873),2025-02-25T12:40:58.468704
4965,PRONTO,50588,6087 HWY 110 S,POINT(-95.239503 42.634223),2025-02-25T12:40:58.468704
4966,MIDTOWN,50588,1100 E 5TH ST,POINT(-95.186938 42.644563),2025-02-25T12:40:58.468704
4967,JEFF'S MARKET / BLUE GRASS,527260,"102, W MAYNE ST",POINT(-90.766126 41.509119),2025-02-25T12:40:58.468704
4968,CASEY'S GENERAL STORE #3042 / BROOKLYN,522110,"106, W 2ND ST",POINT(-92.445879035 41.730326),2025-02-25T12:40:58.468704
4969,LAKE LIQUORS WINE AND SPIRITS,50428,910 N 8TH ST W,POINT(-93.39665 43.14276),2025-02-25T12:40:58.468704
4970,JEFF'S MARKET / WEST LIBERTY,527760,"200, E 3RD ST",POINT(-91.261560959 41.569567007),2025-02-25T12:40:58.468704
4971,FAREWAY STORES #138 / PLEASANT HILL,503270,"5500, E UNIVERSITY AVE",POINT(-93.50666 41.59911),2025-02-25T12:40:58.468704
4972,QUILLINS QUALITY FOODS MONONA,52159,808 S MAIN ST,POINT(-91.389805 43.044875),2025-02-25T12:40:58.468704
4973,QUILLINS QUALITY FOODS WEST UNION,521750,"303, HWY 150 N",POINT(-91.815246014 42.965227018),2025-02-25T12:40:58.468704
4974,SUPER STOP  SE 14TH,50317,"727, SE  14TH ST",POINT(-93.596783 41.581689),2025-02-25T12:40:58.468704
4975,WALGREENS #15647 / SIOUX CITY,51104,1900 HAMILTON BLVD,POINT(-96.4167 42.511229),2025-02-25T12:40:58.468704
4976,CENTRAL MART / SIOUX CITY,51103,1203 TRI VIEW AVE,POINT(-96.422992 42.494265),2025-02-25T12:40:58.468704
4977,BACON CREEK COUNTRY STORE,51106,2520 GORDON DR,POINT(-96.376341 42.489845),2025-02-25T12:40:58.468704
4978,PRIME MART / WATERLOO,507020,3535 MARIGOLD DR,POINT(-92.291335 42.435434),2025-02-25T12:40:58.468704
4979,SAM LIQUOR,52402,1500 1ST AVE NE,POINT(-91.652082 41.988229),2025-02-25T12:40:58.468704
4980,PRONTO BP,507020,7305 LAPORTE RD.,POINT(-92.264297005 42.409373984),2025-02-25T12:40:58.468704
4981,SINCLAIR FOOD MART,506750,206 N MAIN ST,POINT(-92.465474 42.196408),2025-02-25T12:40:58.468704
4982,KIMMES COUNTRY STORE ALTA 05,510020,101 E. HWY 7,POINT(-95.30385 42.67561),2025-02-25T12:40:58.468704
4983,RIVER MART,52655,14562 WASHINGTON ROAD,POINT(-91.209254 40.839429),2025-02-25T12:40:58.468704
4984,FAST AVE ONE STOP,52761,2111 PARK AVE,POINT(-91.030306 41.447149),2025-02-25T12:40:58.468704
4985,CASEY'S GENERAL STORE #2519 / MERRILL,51038,101 FIRST ST,POINT(-96.24786 42.71699),2025-02-25T12:40:58.468704
4986,218 FUEL EXPRESS & CHUBBY'S LIQUOR,50435,68 MONROE ST,POINT(-92.73738 43.122076),2025-02-25T12:40:58.468704
4987,ALMOST ALWAYS OPEN,50010,419 LINCOLN WAY,POINT(-93.616517 42.022916),2025-02-25T12:40:58.468704
4988,HAPPY'S WINE & SPIRITS,506130,5925 UNIVERSITY AVE,POINT(-92.429331 42.512766),2025-02-25T12:40:58.468704
4989,CASEY'S GENERAL STORE #3322 / IOWA CITY,522400,1904 BROADWAY ST,POINT(-91.519825501 41.640931662),2025-02-25T12:40:58.468704
4990,MAIN LIL' MARKET,51535,524 MAIN ST,POINT(-95.14161 41.234743),2025-02-25T12:40:58.468704
4991,FASTTRAK,52043,24687 HWY 13 N,POINT(-91.387492 42.864241),2025-02-25T12:40:58.468704
4992,OLD 34 GAS & GRILL,52623,305 US 34 BUSINESS,POINT(-91.549759 40.965097),2025-02-25T12:40:58.468704
4993,SITE FOOD MART,526320,"1301, MAIN ST",POINT(-91.389744986 40.402594987),2025-02-25T12:40:58.468704
4994,CITY FOODS,50703,200 BROADWAY ST,POINT(-92.344785 42.507754),2025-02-25T12:40:58.468704
4995,DURANT STREET C-STORE,51537,618 DURANT ST,POINT(-95.318597 41.656803),2025-02-25T12:40:58.468704
4996,KWIK STOP 16TH ST #300,52001,1215 E 16TH ST,POINT(-90.65605 42.511677),2025-02-25T12:40:58.468704
4997,DOWNTOWN PANTRY,503090,"218, 6TH AVE #101",POINT(-93.62452 41.585651),2025-02-25T12:40:58.468704
4998,LAKE CITY FOOD CENTER,51449,820 E MAIN ST,POINT(-94.724867 42.267363),2025-02-25T12:40:58.468704
4999,CASEY'S GENERAL STORE #2680 / CLARKS,50619,213 S MAIN ST,POINT(-92.6678 42.78334),2025-02-25T12:40:58.468704
5000,CASEY'S GENERAL STORE #3319 / NEVADA,502010,1800 SOUTH B AVE,POINT(-93.436032 42.008865989),2025-02-25T12:40:58.468704
