store_number,store_name,zip_code,address,store_location,etl_date
2502,HY-VEE WINE AND SPIRITS (1022) / ANKENY,500210,410 NORTH ANKENY BLVD,POINT(-93.602561976 41.73460601),2025-02-25T12:40:58.468704
2503,HY-VEE DRUGSTORE / ANKENY,50021,849 SOUTH ANKENY BLVD.,,2025-02-25T12:40:58.468704
2505,HY-VEE WINE AND SPIRITS / BOONE,500360,1111  8TH ST,POINT(-93.87572 42.06382),2025-02-25T12:40:58.468704
2506,HY-VEE #1044 / BURLINGTON,526010,3140 AGENCY,POINT(-91.136655 40.814666),2025-02-25T12:40:58.468704
2507,HY-VEE FOOD STORE #1 / BURLINGTON,526010,939 ANGULAR,POINT(-91.110752 40.801889),2025-02-25T12:40:58.468704
2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,524050,"1843 JOHNSON AVENUE, N.W.",POINT(-91.698432542 41.973867687),2025-02-25T12:40:58.468704
2509,HY-VEE / DRUGTOWN #1 / CEDAR RAPIDS,524040,1520 6TH ST SW,POINT(-91.67706 41.962419),2025-02-25T12:40:58.468704
2510,HY-VEE DRUGSTORE #3 / CEDAR RAPIDS,52403,2405 MT VERNON RD SE,POINT(-91.632647 41.976952),2025-02-25T12:40:58.468704
2511,HY-VEE / DRUGTOWN #2 / CEDAR RAPIDS,52402,"1440 32ND STREET, N.E.",POINT(-91.657622 42.010355),2025-02-25T12:40:58.468704
2512,HY-VEE WINE AND SPIRITS / IOWA CITY,522400,1720 WATERFRONT DR,POINT(-91.530463 41.642764),2025-02-25T12:40:58.468704
2513,HY-VEE FOOD STORE #2 (1285) / IOWA CITY,52240,812 S 1ST AVE,POINT(-91.50075 41.65099),2025-02-25T12:40:58.468704
2514,HY-VEE DRUGSTORE / MARION,523020,2790 7TH AVENUE,POINT(-91.582229 42.033186),2025-02-25T12:40:58.468704
2515,HY-VEE FOOD STORE #1 / MASON CITY,504010,2400 4TH ST SW,POINT(-93.235588 43.148451),2025-02-25T12:40:58.468704
2517,HY-VEE FOOD STORE #1 (1449) / NEWTON,502080,1501 FIRST AVENUE EAST,POINT(-93.033984961 41.696758993),2025-02-25T12:40:58.468704
2518,HY-VEE WINE AND SPIRITS / RED OAK,515660,1607 NORTH BROADWAY,POINT(-95.83539 41.279189),2025-02-25T12:40:58.468704
2521,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,50265,1990 GRAND AVENUE,POINT(-93.729528027 41.570983004),2025-02-25T12:40:58.468704
2522,HY-VEE WINE AND SPIRITS (1628) / SPIRIT LAKE,513600,1902 PEORIA AVENUE,POINT(-95.112082975 43.421693017),2025-02-25T12:40:58.468704
2523,HY-VEE FOOD STORE / CENTERVILLE,525440,609 N 18TH,POINT(-92.867967 40.737577),2025-02-25T12:40:58.468704
2524,HY-VEE FOOD STORE #1 (1159) / DUBUQUE,520010,3500 DODGE ST,POINT(-90.72265 42.49105),2025-02-25T12:40:58.468704
2527,HY-VEE FOOD STORE #5 / DES MOINES,503150,1107 SE ARMY POST RD,POINT(-93.602372 41.526289),2025-02-25T12:40:58.468704
2528,HY-VEE FOOD STORE #3 / DES MOINES,503150,3221 SE 14TH ST,,2025-02-25T12:40:58.468704
2529,HY-VEE DRUGSTORE #4 (7025) / CEDAR RAPIDS,52405,4825 JOHNSON AVE NW,POINT(-91.7334 41.96838),2025-02-25T12:40:58.468704
2532,HY-VEE FOOD STORE #2 / DES MOINES,50317,2540 E EUCLID,POINT(-93.569452 41.627838),2025-02-25T12:40:58.468704
2534,HY-VEE DRUGTOWN / URBANDALE,50322,8601 DOUGLAS,POINT(-93.737447 41.62941),2025-02-25T12:40:58.468704
2535,HY-VEE FOOD STORE #1 / WDM,502660,1700 VALLEY WEST DR.,POINT(-93.752 41.59776),2025-02-25T12:40:58.468704
2536,HY-VEE / PLEASANT HILL,503170,4815 MAPLE DRIVE,POINT(-93.519187 41.598109),2025-02-25T12:40:58.468704
2537,HY-VEE DRUGSTORE / FORT DODGE,50501,215 S 25TH ST,POINT(-94.163096 42.503345),2025-02-25T12:40:58.468704
2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,507020,1422 FLAMMANG DR,POINT(-92.327689003 42.45826902),2025-02-25T12:40:58.468704
2539,HY-VEE FOOD STORE (1295) / IOWA FALLS,501260,640 S. OAK,POINT(-93.260927002 42.508279016),2025-02-25T12:40:58.468704
2543,HY-VEE FOOD STORE #1 / OTTUMWA,525010,1025 NORTH QUINCY AVE,POINT(-92.438463 41.01558),2025-02-25T12:40:58.468704
2544,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,501580,802 SOUTH CENTER,POINT(-92.91279 42.03922),2025-02-25T12:40:58.468704
2545,HY-VEE DRUGSTORE / IOWA CITY,522450,310 N 1ST ST,POINT(-91.528105 42.207428),2025-02-25T12:40:58.468704
2548,HY-VEE FOOD STORE (1011) / ALTOONA,500090,100 8TH STREET SW,POINT(-93.464870021 41.643982711),2025-02-25T12:40:58.468704
2549,HY-VEE FOOD STORE (1271) / INDIANOLA,501250,910 N JEFFERSON,POINT(-93.55836 41.36854),2025-02-25T12:40:58.468704
2550,HY-VEE FOOD STORE (1473) / OSCEOLA,50213,510 WEST MCLANE,POINT(-93.7731 41.02933),2025-02-25T12:40:58.468704
2551,HY-VEE FOOD STORE (1065) / CHARITON,50049,2001 WEST COURT,POINT(-93.32302 41.01568),2025-02-25T12:40:58.468704
2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,524040,20 WILSON AVENUE WEST,POINT(-91.658577 41.955859),2025-02-25T12:40:58.468704
2553,HY-VEE FOOD STORE / CRESTON,50801,600 SHELDON,POINT(-94.37264 41.051401),2025-02-25T12:40:58.468704
2554,HY-VEE FOOD STORE / DAVENPORT,52802,3019 ROCKINGHAM ROAD,POINT(-90.620725 41.510523),2025-02-25T12:40:58.468704
2555,HY-VEE FOOD STORE / KEOKUK,52632,3111 MAIN,POINT(-91.403673 40.415303),2025-02-25T12:40:58.468704
2556,HY-VEE WINE AND SPIRITS / ESTHERVILLE,513340,1033 CENTRAL AVENUE,POINT(-94.829962 43.402096),2025-02-25T12:40:58.468704
2558,HY-VEE FOOD STORE (1433) / MOUNT PLEASANT,52641,1700 E WASHINGTON,POINT(-91.52872 40.9623),2025-02-25T12:40:58.468704
2559,HY-VEE FOOD STORE / ALBIA,52531,301 HWY. 34 WEST,POINT(-92.810772 41.015469),2025-02-25T12:40:58.468704
2560,HY-VEE FOOD STORE / MARION,52302,3600 BUSINESS HWY 151 EAST,,2025-02-25T12:40:58.468704
2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,503210,4605 FLEUR DRIVE,POINT(-93.642873985 41.542056008),2025-02-25T12:40:58.468704
2562,HY-VEE FOOD STORE (1192) / FORT DODGE,505010,115 SOUTH 29TH ST,POINT(-94.156579959 42.50476),2025-02-25T12:40:58.468704
2564,HY-VEE FOOD STORE #4 / WATERLOO,50701,4000 UNIVERSITY,POINT(-92.403843 42.505197),2025-02-25T12:40:58.468704
2565,HY-VEE FOOD STORE (1636) / SPENCER,513010,819 N GRAND AVE,POINT(-95.147115977 43.14614298),2025-02-25T12:40:58.468704
2566,HY-VEE FOOD STORE (1353) / KNOXVILLE,50138,813 N LINCOLN STE 1,POINT(-93.10948 41.32519),2025-02-25T12:40:58.468704
2567,HY-VEE DRUGSTORE / DAVENPORT,528060,2200 WEST KIMBERLY,POINT(-90.608201 41.560663),2025-02-25T12:40:58.468704
2568,HY-VEE FOOD STORE #4 / CEDAR RAPIDS,524020,1556 1ST AVE NE,POINT(-91.650957 41.988856),2025-02-25T12:40:58.468704
2569,HY-VEE FOOD STORE #2 / CEDAR RAPIDS,524020,279 COLLINS ROAD NE,POINT(-91.630677 42.027805),2025-02-25T12:40:58.468704
2571,HY-VEE FOOD STORE #2 / WATERLOO,507030,2181 LOGAN AVE,POINT(-92.338871971 42.53021299),2025-02-25T12:40:58.468704
2572,HY-VEE FOOD STORE / CEDAR FALLS,506130,6301 UNIVERSITY,POINT(-92.434183011 42.512328021),2025-02-25T12:40:58.468704
2573,HY-VEE FOOD STORE / MUSCATINE,527610,2400 2ND AVE,POINT(-91.0365 41.4508),2025-02-25T12:40:58.468704
2575,HY-VEE FOOD STORE #1 / WATERLOO,507020,2834 ANSBOROUGH AVE,POINT(-92.37665 42.47177),2025-02-25T12:40:58.468704
2576,HY-VEE WINE AND SPIRITS / STORM LAKE,505880,1250 N LAKE ST,POINT(-95.200758 42.653184),2025-02-25T12:40:58.468704
2578,HY-VEE / CHARLES CITY,506160,901 KELLY ST,,2025-02-25T12:40:58.468704
2579,HY-VEE FOOD STORE / GRINNELL,501120,320 WEST STREET SOUTH,POINT(-92.727343 41.7283),2025-02-25T12:40:58.468704
2582,HY-VEE #2 FOOD STORE / MASON CITY,50401,551 S ILLINOIS AVE,POINT(-93.17114 43.14623),2025-02-25T12:40:58.468704
2583,HY-VEE FOOD STORE / WASHINGTON,52353,528 S HWY 1,POINT(-91.442874 41.898505),2025-02-25T12:40:58.468704
2584,HY-VEE FOOD STORE / FORT MADISON,52627,2606 AVENUE L,POINT(-91.343751 40.626983),2025-02-25T12:40:58.468704
2585,HY-VEE WINE AND SPIRITS (1010) / ALGONA,505110,1502 HIGHWAY 169 N SUITE 1,POINT(-94.23448296 43.081388),2025-02-25T12:40:58.468704
2587,HY-VEE FOOD STORE / JOHNSTON,501310,5750 MERLE HAY ROAD,POINT(-93.697731 41.665172),2025-02-25T12:40:58.468704
2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,524030,4035 MT VERNON RD SE,POINT(-91.60966 41.97553),2025-02-25T12:40:58.468704
2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,52402,3235 OAKLAND ROAD NE,POINT(-91.659756597 42.011473515),2025-02-25T12:40:58.468704
2591,HY-VEE WINE AND SPIRITS / ATLANTIC,500220,1602 E 7TH ST,POINT(-94.99040872 41.403927278),2025-02-25T12:40:58.468704
2592,HY-VEE DRUGSTORE / MARSHALLTOWN,501580,1712 S CENTER  ST,POINT(-92.912505 42.027531),2025-02-25T12:40:58.468704
2593,HY-VEE FOOD STORE / CARROLL,51401,905 US HIGHWAY 30 WEST,POINT(-94.87692 42.07095),2025-02-25T12:40:58.468704
2594,HY-VEE FOOD STORE / SIOUX CITY,511060,4500 SERGEANT ROAD,POINT(-96.347773986 42.445884004),2025-02-25T12:40:58.468704
2595,HY-VEE WINE AND SPIRITS / DENISON,514420,"1620  4TH AVE, SOUTH",POINT(-95.348519029 42.012696016),2025-02-25T12:40:58.468704
2596,HY-VEE OTTUMWA#2,525010,2453 NORTH COURT,POINT(-92.408085 41.049854),2025-02-25T12:40:58.468704
2597,HY-VEE FOOD STORE / CHEROKEE,510120,1300 N. SECOND,POINT(-95.552585 42.765259),2025-02-25T12:40:58.468704
2599,HY-VEE WINE AND SPIRITS / CORALVILLE,52241,1914 8TH STREET,POINT(-91.590715 41.682013),2025-02-25T12:40:58.468704
2600,HY-VEE FOOD STORE / OSKALOOSA,525770,110  S  D  ST,POINT(-92.648470976 41.294872007),2025-02-25T12:40:58.468704
2601,HY-VEE FOOD STORE / FAIRFIELD,52556,1300 WEST BURLINGTON AVE,POINT(-91.978702 41.006456),2025-02-25T12:40:58.468704
2602,HY-VEE FOOD STORE / WEBSTER CITY,505950,823  2ND ST,POINT(-93.825534011 42.47074498),2025-02-25T12:40:58.468704
2603,HY-VEE WINE AND SPIRITS / BETTENDORF,527220,2890 DEVILS GLEN ROAD,POINT(-90.483701 41.552338),2025-02-25T12:40:58.468704
2604,HY-VEE WINE AND SPIRITS / LE MARS,510310,1201 12TH AVE SW,POINT(-96.18335 42.778257),2025-02-25T12:40:58.468704
2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,52402,2001 BLAIRS FERRY RD NE,POINT(-91.668919 42.034799),2025-02-25T12:40:58.468704
2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,505480,1011  13TH ST NORTH,POINT(-94.227116 42.733221),2025-02-25T12:40:58.468704
2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,516010,520 SO FREMONT,POINT(-95.385111 40.761736),2025-02-25T12:40:58.468704
2609,HY-VEE DRUGSTORE #2 / AMES,50010,500 MAIN ST,POINT(-93.618247 42.025042),2025-02-25T12:40:58.468704
2611,HY-VEE DRUGSTORE / OTTUMWA,525010,1140 NORTH JEFFERSON ST,POINT(-92.400860001 41.02657198),2025-02-25T12:40:58.468704
2612,HY-VEE STORE / PERRY,502200,1215  141 ST,POINT(-94.104922961 41.828816003),2025-02-25T12:40:58.468704
2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,515010,2323 W BROADWAY,POINT(-95.879006999 41.261336012),2025-02-25T12:40:58.468704
2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,1823 E KIMBERLY RD,POINT(-90.55073 41.55678),2025-02-25T12:40:58.468704
2616,HY-VEE FOOD AND DRUG / CLINTON,52732,901 SOUTH 4TH ST,POINT(-90.19322 41.83653),2025-02-25T12:40:58.468704
2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,52402,505 BOYSON RD NE,POINT(-91.63898 42.04618),2025-02-25T12:40:58.468704
2619,HY-VEE WINE AND SPIRITS / WDM,502660,1725  74TH ST,POINT(-93.719039516 41.609351573),2025-02-25T12:40:58.468704
2620,HY-VEE / WINDSOR HEIGHTS,503110,7101 UNIVERSITY AVE,,2025-02-25T12:40:58.468704
2621,HY-VEE FOOD STORE #3 / SIOUX CITY,51105,3301 GORDON DR,POINT(-96.363535 42.487479),2025-02-25T12:40:58.468704
2622,HY-VEE FOOD STORE / IOWA CITY,52240,1125 N DODGE ST,POINT(-91.5189221 41.676690831),2025-02-25T12:40:58.468704
2623,HY-VEE FOOD STORE #4 / SIOUX CITY,511040,2827 HAMILTON BLVD,POINT(-96.417783 42.519886),2025-02-25T12:40:58.468704
2624,HY-VEE #2 / DUBUQUE,52002,2395 NW ARTERIAL RD,POINT(-90.74103 42.51662),2025-02-25T12:40:58.468704
2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,528040,3301 W KIMBERLY RD,,2025-02-25T12:40:58.468704
2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,50311,4100 UNIVERSITY AVE,POINT(-93.673259976 41.59955599),2025-02-25T12:40:58.468704
2627,HY-VEE WINE & SPIRITS #1 / MLK,503100,3330 MARTIN LUTHER KING JR PKWY,POINT(-93.650788 41.625924),2025-02-25T12:40:58.468704
2628,HY-VEE FOOD STORE / ELDORA,506270,1616 EDGINGTON,POINT(-93.103764 42.360631),2025-02-25T12:40:58.468704
2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,515030,1745 MADISON AVE,POINT(-95.827277 41.244233),2025-02-25T12:40:58.468704
2630,HY-VEE DRUGSTORE #2 / WDM,502660,1010  60TH ST,POINT(-93.790534 41.584979),2025-02-25T12:40:58.468704
2633,HY-VEE #3 / BDI / DES MOINES,503200,3221 SE 14TH ST,POINT(-93.594780971 41.554268986),2025-02-25T12:40:58.468704
2634,HY-VEE WINE AND SPIRITS / AMES,50014,3615 LINCOLN WAY,POINT(-93.667932 42.022911),2025-02-25T12:40:58.468704
2635,HY-VEE #4 / DAVENPORT,528070,4064 E 53RD ST,POINT(-90.513862004 41.577311005),2025-02-25T12:40:58.468704
2636,HY-VEE WINE AND SPIRITS / HUBBELL,50317,2310 HUBBELL AVE,POINT(-93.574113042 41.60463601),2025-02-25T12:40:58.468704
2637,HY-VEE #5 / DAVENPORT,528040,2351 W LOCUST,POINT(-90.612322963 41.536627007),2025-02-25T12:40:58.468704
2638,HY-VEE WINE AND SPIRITS / CEDAR FALL,50613,5925 UNIVERSITY AVE STE A,POINT(-92.429331 42.512766),2025-02-25T12:40:58.468704
2641,HY-VEE DRUGSTORE / COUNCIL BLUFFS,51501,757 W BROADWAY,POINT(-95.855054 41.261673),2025-02-25T12:40:58.468704
2642,HY-VEE WINE AND SPIRITS / PELLA,502190,512 E OSKALOOSA,POINT(-92.899277 41.396961),2025-02-25T12:40:58.468704
2643,HY-VEE WINE AND SPIRITS / WATERLOO,507010,2126 KIMBALL AVE,POINT(-92.357867962 42.470329992),2025-02-25T12:40:58.468704
2644,HY-VEE FORT DODGE WINE AND SPIRITS,50501,1511 2ND AVE NORTH,POINT(-94.17734 42.50829),2025-02-25T12:40:58.468704
2645,HY-VEE DRUGSTORE / MUSCATINE,52761,510 E 6TH ST,POINT(-91.044008 41.427202),2025-02-25T12:40:58.468704
2647,HY-VEE #7 / CEDAR RAPIDS,524110,5050 EDGEWOOD RD,POINT(-91.701581 42.030129),2025-02-25T12:40:58.468704
2648,HY-VEE #4 / WDM,502650,555 S 51ST ST,POINT(-93.774831041 41.561127981),2025-02-25T12:40:58.468704
2649,HY-VEE #3 / DUBUQUE,520010,400 LOCUST ST,POINT(-90.666452891 42.497293238),2025-02-25T12:40:58.468704
2650,HY-VEE WINE AND SPIRITS / HARLAN,515370,1808 23RD ST,POINT(-95.338858969 41.650715019),2025-02-25T12:40:58.468704
2651,HY-VEE / WAVERLY,50677,1311 4 STREET SW,POINT(-92.47395 42.71212),2025-02-25T12:40:58.468704
2652,HY-VEE DRUGSTORE / MASON CITY,504010,875  4TH ST SW,POINT(-93.213856 43.148257),2025-02-25T12:40:58.468704
2653,HY-VEE WINE AND SPIRITS / WASHINGTON,523530,1004 W MADISON ST,POINT(-91.704567 41.296576),2025-02-25T12:40:58.468704
2655,HY-VEE FOOD STORE / CLARINDA,516320,1200 S 16TH ST,POINT(-95.036174029 40.726773013),2025-02-25T12:40:58.468704
2656,HY-VEE FOOD STORE / CORNING,516320,300  10TH ST,POINT(-94.731809 40.991861),2025-02-25T12:40:58.468704
2657,HY-VEE FOOD STORE / BEDFORD,50833,1604 BENT,POINT(-94.725578 40.676171),2025-02-25T12:40:58.468704
2658,HY-VEE FOOD STORE / MOUNT AYR,508540,402 S HAYES ST,POINT(-94.233185 40.711775),2025-02-25T12:40:58.468704
2659,HY-VEE FOOD STORE / CORYDON,50060,303 E JEFFERSON ST,POINT(-93.31531 40.757159),2025-02-25T12:40:58.468704
2660,HY-VEE FOOD STORE / SIOUX CENTER,512500,1951 S MAIN AVE,POINT(-96.175695 43.056471),2025-02-25T12:40:58.468704
2661,HY-VEE FOOD STORE / SHELDON,512010,1989 PARK ST,POINT(-95.831721 43.186038),2025-02-25T12:40:58.468704
2662,HY-VEE WINE & SPIRITS / MUSCATINE,527610,"522 MULBERRY, SUITE A",POINT(-91.04437 41.426615),2025-02-25T12:40:58.468704
2663,HY-VEE FOOD STORE / URBANDALE,503220,8701 DOUGLAS,POINT(-93.738906371 41.630504742),2025-02-25T12:40:58.468704
2664,HY-VEE C-STORE / CHARLES CITY,50616,1003 KELLY ST,POINT(-92.674229 43.066255),2025-02-25T12:40:58.468704
2665,HY-VEE / WAUKEE,502630,1005 E HICKMAN RD,POINT(-93.854388964 41.617414011),2025-02-25T12:40:58.468704
2666,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,2510 SW STATE ST,POINT(-93.621928 41.705447),2025-02-25T12:40:58.468704
2667,HY-VEE MAINSTREET / SIOUX CITY,511040,2611 PIERCE ST,POINT(-96.40517 42.51764),2025-02-25T12:40:58.468704
2668,HY-VEE FOOD STORE / LEON,50144,1004 W 1ST ST,POINT(-93.75764 40.73965),2025-02-25T12:40:58.468704
2669,HY-VEE / CORYDON,500600,"105, E JACKSON ST",POINT(-93.317462 40.758432),2025-02-25T12:40:58.468704
2670,HY-VEE FOOD STORE / CORALVILLE,52241,2004 8TH  ST,POINT(-91.592 41.68238),2025-02-25T12:40:58.468704
2671,HY-VEE  /  JEFFERSON,501290,"106, W WASHINGTON ST",POINT(-94.3754789769999 42.0183610090001),2025-02-25T12:40:58.468704
2672,HY-VEE / WINTERSET,502730,923 N  1ST ST,POINT(-94.013482 41.342665),2025-02-25T12:40:58.468704
2673,HY-VEE # 6/ DES MOINES,503090,420 COURT AVE,POINT(-93.622454 41.584842),2025-02-25T12:40:58.468704
2674,HY-VEE FOOD STORE / LAMONI,501400,720 EAST MAIN,POINT(-93.924475 40.623647),2025-02-25T12:40:58.468704
2675,HY-VEE #2 / CORALVILLE,522410,3285 CROSSPARK RD,POINT(-91.606271 41.721438),2025-02-25T12:40:58.468704
2676,HY-VEE GAS / INDIANOLA,501250,912 N JEFFERSON WAY,POINT(-93.557009014 41.368566999),2025-02-25T12:40:58.468704
2677,HY-VEE FAST & FRESH EXPRESS / CENTERVILLE,525440,607 N 18TH ST,POINT(-92.867967 40.737617),2025-02-25T12:40:58.468704
2678,HY-VEE FAST & FRESH / DAVENPORT,528070,3200 E KIMBERLY RD.,POINT(-90.527278 41.553879),2025-02-25T12:40:58.468704
2679,HY-VEE FAST & FRESH/ALTOONA,500090,3950 PRARIE FIRE NW,,2025-02-25T12:40:58.468704
2680,HY-VEE FULFILLMENT CENTER,503220,"3303 86TH STREET, SUITE B",POINT(-93.736458 41.624917),2025-02-25T12:40:58.468704
2681,HY-VEE C-STORE / FAIRFIELD,525560,1300 W BURLINGTON,,2025-02-25T12:40:58.468704
2682,HY-VEE WDM HEALTH MARKET,502660,375 SOUTH JORDON CREEK PARKWAY,POINT(-93.809472 41.56354),2025-02-25T12:40:58.468704
2683,HY-VEE FAST & FRESH / WDM,502660,425 S JORDAN CREEK PKWY,POINT(-93.80946 41.56264),2025-02-25T12:40:58.468704
2684,HY-VEE - FOREST CITY,504360,315 HWY 69 NORTH,POINT(-93.63235 43.266826),2025-02-25T12:40:58.468704
2685,HY-VEE -GARNER,50438,255 WEST US HWY 18,POINT(-93.60538 43.10585),2025-02-25T12:40:58.468704
2686,HY-VEE GAS - PLEASANT HILL,502370,4910 MAPLE DR.,,2025-02-25T12:40:58.468704
2687,HY-VEE FAST & FRESH EXPRESS- BETTENDORF,572220,3470 MIDDLE ROAD,POINT(-90.484139 41.551386),2025-02-25T12:40:58.468704
2688,HY-VEE C-STORE - EAST HICKMAN,502630,1025 EAST HICKMAN,POINT(-93.854272 41.61506),2025-02-25T12:40:58.468704
2689,HY-VEE C-STORE - DOUGLAS,503220,8607 DOUGLAS AVE,POINT(-93.736825 41.629429),2025-02-25T12:40:58.468704
2690,HY-VEE FAST & FRESH - KNOXVILLE,50138,809 NORTH LINCOLN STREET,POINT(-93.109494 41.325392),2025-02-25T12:40:58.468704
2691,HY-VEE FAST & FRESH - DES MOINES,503220,5801 HICKMAN ROAD,POINT(-93.698172 41.614888),2025-02-25T12:40:58.468704
2692,HY-VEE FAST & FRESH EXPRESS -OSCELOA,50213,518 W MCLANE STREET,POINT(-93.77325 41.0306),2025-02-25T12:40:58.468704
2693,HY-VEE FAST & FRESH EXPRESS / CRESTON,508010,600 SHELDON STREET STE A,POINT(-94.373444018 41.052326006),2025-02-25T12:40:58.468704
2695,HY-VEE GAS #4 / DES MOINES,503210,4701 FLEUR DR,POINT(-93.644948 41.542207),2025-02-25T12:40:58.468704
2696,HY-VEE C-STORE / SE ARMY POST,503150,1113 SE ARMY POST RD,POINT(-93.629119994 41.526557288),2025-02-25T12:40:58.468704
2697,HY-VEE DOLLAR FRESH - TOLEDO,523420,1006 S. COUNTRY ROAD,,2025-02-25T12:40:58.468704
2698,HY-VEE GAS #4 - WDM,502650,665 SOUTH 51ST STREET,POINT(-93.77283 41.55982),2025-02-25T12:40:58.468704
2699,HY-VEE C-STORE #2 - ANKENY,500230,1710 SW ORALABOR ROAD,POINT(-93.623583 41.703234),2025-02-25T12:40:58.468704
2700,HY-VEE DOLLAR FRESH - EMMETSBURG,505360,3402 MAIN STREET,POINT(-94.693413 43.111917),2025-02-25T12:40:58.468704
2701,HY-VEE FAST AND FRESH / STORM LAKE,505880,1260 LAKE AVE N,POINT(-95.200757 42.653759),2025-02-25T12:40:58.468704
2702,HY-VEE GAS #1 / ANKENY,500230,414 N ANKENY BLVD,POINT(-93.600403 41.7351),2025-02-25T12:40:58.468704
2703,HY-VEE FAST AND FRESH / CLIVE,503250,11925 UNIVERSITY AVE,POINT(-93.781976 41.600514),2025-02-25T12:40:58.468704
2704,HY-VEE OELWEIN DOLLAR FRESH,506620,1345 S FREDERICK AVE,POINT(-91.913615 42.6594),2025-02-25T12:40:58.468704
2705,HY-VEE CRESCO DOLLAR FRESH,52349,22422 HWY 9,POINT(-92.131655 43.371127),2025-02-25T12:40:58.468704
2706,HY-VEE FAST AND FRESH / JOHNSTON,50131,5169 MERLE HAY RD.,POINT(-93.69754 41.65418),2025-02-25T12:40:58.468704
2707,HY-VEE FAST AND FRESH - URBANDALE,503220,9915 DOUGLAS AVE,POINT(-93.755433 41.62945),2025-02-25T12:40:58.468704
2708,HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,503240,7220 HICKMAN RD,POINT(-93.71785 41.61431),2025-02-25T12:40:58.468704
2709,HY-VEE FAST AND FRESH - DUBUQUE,520020,2435 NW ARTERIAL,POINT(-90.74105 42.517531),2025-02-25T12:40:58.468704
2710,HY-VEE GAS #1 / OTTUMWA,525010,1027 N QUINCY AVE,POINT(-92.438465 41.016113),2025-02-25T12:40:58.468704
2711,HY-VEE GAS #2 / OTTUMWA,525010,2457 N COURT ST,POINT(-92.409600984 41.050487017),2025-02-25T12:40:58.468704
2712,HY-VEE / DECORAH,52101,915 SHORT ST #107,POINT(-91.797771 43.291023),2025-02-25T12:40:58.468704
2713,HY-VEE DYERSVILLE DOLLAR FRESH,520400,1201 12TH AVE SE,POINT(-91.110798 42.475283),2025-02-25T12:40:58.468704
2714,HY-VEE / VINTON,523490,911 S. K AVE,POINT(-92.037751 42.16218),2025-02-25T12:40:58.468704
2715,HY-VEE FOOD STORE / DENISON,514420,1426 BROADWAY,POINT(-95.352771 42.01676),2025-02-25T12:40:58.468704
2716,HY-VEE HAMPTON DOLLAR FRESH,504410,808 4TH ST SE,POINT(-93.202507 42.734292),2025-02-25T12:40:58.468704
2717,HY-VEE GAS #5018 / AMES,500100,636 LINCOLN WAY,POINT(-93.619079019 42.02232699),2025-02-25T12:40:58.468704
2718,HY-VEE WAUKON DOLLAR FRESH,52172,819 11TH AVE SW,POINT(-91.48724 43.25662),2025-02-25T12:40:58.468704
2719,HY-VEE FAST AND FRESH / WAUKEE,502630,2855 GRAND PRAIRIE PARKWAY,POINT(-93.854377 41.581377),2025-02-25T12:40:58.468704
2720,HY-VEE GAS #3 / WDM,502660,7280 UNIVERSITY AVE,POINT(-93.807341006 41.599753006),2025-02-25T12:40:58.468704
2721,HY-VEE C-STORE #3 / DUBUQUE,520030,300 S LOCUST,POINT(-90.6640559859999 42.488579993),2025-02-25T12:40:58.468704
2722,HY-VEE GAS #5 / DAVENPORT,528040,2353 W LOCUST ST,POINT(-90.61221 41.53819),2025-02-25T12:40:58.468704
2723,HY-VEE GAS / JOHNSTON,503220,5902 MERLE HAY ROAD,,2025-02-25T12:40:58.468704
2806,OSCO #1118 / CLINTON,527320,1307 N SECOND,POINT(-90.184797 41.858932),2025-02-25T12:40:58.468704
2835,CVS PHARMACY #8538 / CEDAR FALLS,50613,2302 WEST FIRST ST,POINT(-92.472778 42.539874),2025-02-25T12:40:58.468704
2836,CVS PHARMACY #8546 / WATERLOO,50703,205 FRANKLIN ST,POINT(-92.337641 42.503596),2025-02-25T12:40:58.468704
2837,CVS PHARMACY #8544 / WATERLOO,507020,1825 E. SAN MARNAN DRIVE,POINT(-92.32131 42.4671),2025-02-25T12:40:58.468704
2838,CVS PHARMACY #8658 / DAVENPORT,528060,1655 W KIMBERLY RD,POINT(-90.599880028 41.559353993),2025-02-25T12:40:58.468704
2839,CVS PHARMACY #8659 / DAVENPORT,52804,1777 DIVISION ST,,2025-02-25T12:40:58.468704
